accord_id,note_id,note_role,layer,importance_weight,presence_prob,compatibility_score,stability_class,rank_in_layer
ACC-0124,NOTE-0205,modifier,base,1,0.65,0.95,high,1
ACC-0124,NOTE-0021,modifier,base,1,0.6,0.94,high,1
ACC-0124,NOTE-0499,modifier,heart,2,0.6,0.88,medium,1
ACC-0124,NOTE-0521,driver,top,5,0.75,0.85,low,1
ACC-0124,NOTE-0522,support,top,4,0.65,0.82,low,2
ACC-0124,NOTE-0523,support,top,3,0.7,0.84,low,3
ACC-0125,NOTE-0524,modifier,base,2,0.55,0.91,high,1
ACC-0125,NOTE-0465,modifier,base,1,0.65,0.94,high,2
ACC-0125,NOTE-0205,modifier,base,1,0.6,0.95,high,2
ACC-0125,NOTE-0493,driver,heart,5,0.75,0.92,medium,1
ACC-0125,NOTE-0520,support,heart,4,0.65,0.9,medium,2
ACC-0125,NOTE-0494,support,heart,3,0.6,0.88,medium,3
ACC-0126,NOTE-0453,driver,base,5,0.8,0.93,high,1
ACC-0126,NOTE-0458,support,base,4,0.75,0.91,high,2
ACC-0126,NOTE-0525,support,base,3,0.65,0.89,high,3
ACC-0126,NOTE-0472,modifier,base,2,0.6,0.88,high,4
ACC-0126,NOTE-0205,modifier,base,1,0.7,0.95,high,5
ACC-0126,NOTE-0021,modifier,base,1,0.65,0.94,high,5
ACC-0127,NOTE-0205,modifier,base,1,0.6,0.95,high,1
ACC-0127,NOTE-0476,modifier,base,1,0.55,0.94,high,1
ACC-0127,NOTE-0526,driver,top,5,0.85,0.92,low,1
ACC-0127,NOTE-0449,support,top,4,0.8,0.93,low,2
ACC-0127,NOTE-0489,support,top,3,0.7,0.89,low,3
ACC-0127,NOTE-0491,modifier,top,2,0.65,0.9,low,4
ACC-0128,NOTE-0527,driver,base,5,0.65,0.9,high,1
ACC-0128,NOTE-0465,modifier,base,1,0.65,0.94,high,2
ACC-0128,NOTE-0205,modifier,base,1,0.6,0.95,high,2
ACC-0128,NOTE-0528,support,heart,4,0.6,0.88,medium,1
ACC-0128,NOTE-0529,support,heart,3,0.55,0.87,medium,2
ACC-0128,NOTE-0484,modifier,heart,2,0.5,0.86,medium,3
ACC-0129,NOTE-0134,modifier,base,2,0.65,0.9,high,1
ACC-0129,NOTE-0205,modifier,base,1,0.7,0.96,high,2
ACC-0129,NOTE-0465,modifier,base,1,0.6,0.95,high,2
ACC-0129,NOTE-0499,driver,top,5,0.95,0.96,medium,1
ACC-0129,NOTE-0510,support,top,4,0.85,0.95,low,2
ACC-0129,NOTE-0448,support,top,3,0.75,0.93,medium,3
ACC-0130,NOTE-0205,modifier,base,1,0.7,0.95,high,1
ACC-0130,NOTE-0493,support,heart,3,0.7,0.91,medium,1
ACC-0130,NOTE-0193,modifier,heart,1,0.8,0.96,medium,2
ACC-0130,NOTE-0530,driver,top,5,0.85,0.94,low,1
ACC-0130,NOTE-0491,support,top,4,0.8,0.92,low,2
ACC-0130,NOTE-0449,modifier,top,2,0.85,0.93,low,3
ACC-0131,NOTE-0205,modifier,base,1,0.65,0.95,high,1
ACC-0131,NOTE-0465,modifier,base,1,0.6,0.94,high,1
ACC-0131,NOTE-0509,modifier,heart,2,0.7,0.92,medium,1
ACC-0131,NOTE-0531,driver,top,5,0.8,0.9,low,1
ACC-0131,NOTE-0532,support,top,4,0.75,0.88,low,2
ACC-0131,NOTE-0533,support,top,3,0.65,0.85,low,3
ACC-0132,NOTE-0481,support,base,3,0.6,0.89,high,1
ACC-0132,NOTE-0465,modifier,base,1,0.65,0.94,high,2
ACC-0132,NOTE-0205,modifier,base,1,0.7,0.95,high,2
ACC-0132,NOTE-0534,driver,heart,5,0.75,0.9,medium,1
ACC-0132,NOTE-0480,support,heart,4,0.65,0.88,medium,2
ACC-0132,NOTE-0484,modifier,heart,2,0.55,0.87,medium,3
ACC-0133,NOTE-0087,driver,base,5,0.85,0.96,high,1
ACC-0133,NOTE-0205,support,base,4,0.9,0.97,high,2
ACC-0133,NOTE-0021,support,base,3,0.8,0.96,high,3
ACC-0133,NOTE-0459,modifier,base,2,0.75,0.92,high,4
ACC-0133,NOTE-0476,modifier,base,1,0.85,0.97,high,5
ACC-0133,NOTE-0465,modifier,base,1,0.7,0.95,high,5
ACC-0134,NOTE-0205,modifier,base,1,0.65,0.95,high,1
ACC-0134,NOTE-0449,driver,top,5,0.9,0.94,low,1
ACC-0134,NOTE-0499,support,top,4,0.85,0.93,medium,2
ACC-0134,NOTE-0535,support,top,3,0.75,0.9,medium,3
ACC-0134,NOTE-0491,modifier,top,2,0.8,0.92,low,4
ACC-0134,NOTE-0530,modifier,top,1,0.7,0.91,low,5
ACC-0135,NOTE-0456,support,base,3,0.75,0.92,medium,1
ACC-0135,NOTE-0496,modifier,base,2,0.6,0.9,high,2
ACC-0135,NOTE-0465,modifier,base,1,0.65,0.94,high,3
ACC-0135,NOTE-0205,modifier,base,1,0.7,0.95,high,3
ACC-0135,NOTE-0484,support,heart,4,0.65,0.86,medium,1
ACC-0135,NOTE-0536,driver,top,5,0.7,0.88,low,1
ACC-0136,NOTE-0134,support,base,4,0.7,0.9,high,1
ACC-0136,NOTE-0519,support,base,3,0.55,0.88,high,2
ACC-0136,NOTE-0453,modifier,base,2,0.6,0.89,high,3
ACC-0136,NOTE-0205,modifier,base,1,0.7,0.95,high,4
ACC-0136,NOTE-0465,modifier,base,1,0.6,0.94,high,4
ACC-0136,NOTE-0468,driver,heart,5,0.65,0.85,medium,1
ACC-0137,NOTE-0134,support,base,3,0.75,0.91,high,1
ACC-0137,NOTE-0452,modifier,base,2,0.65,0.9,high,2
ACC-0137,NOTE-0205,modifier,base,1,0.7,0.95,high,3
ACC-0137,NOTE-0450,support,heart,3,0.8,0.92,medium,1
ACC-0137,NOTE-0499,driver,top,5,0.95,0.96,medium,1
ACC-0137,NOTE-0449,support,top,4,0.9,0.94,low,2
ACC-0138,NOTE-0021,driver,base,5,0.9,0.97,high,1
ACC-0138,NOTE-0205,support,base,3,0.85,0.97,high,2
ACC-0138,NOTE-0465,modifier,base,1,0.75,0.95,high,3
ACC-0138,NOTE-0498,support,top,4,0.85,0.93,low,1
ACC-0138,NOTE-0449,support,top,3,0.8,0.92,low,2
ACC-0138,NOTE-0537,modifier,top,2,0.7,0.88,low,3
ACC-0139,NOTE-0456,driver,base,5,0.85,0.94,medium,1
ACC-0139,NOTE-0538,support,base,4,0.8,0.93,medium,2
ACC-0139,NOTE-0457,support,base,3,0.7,0.91,high,3
ACC-0139,NOTE-0496,modifier,base,2,0.65,0.9,high,4
ACC-0139,NOTE-0465,modifier,base,1,0.7,0.94,high,5
ACC-0139,NOTE-0205,modifier,base,1,0.65,0.95,high,5
ACC-0140,NOTE-0205,modifier,base,1,0.65,0.95,high,1
ACC-0140,NOTE-0465,modifier,base,1,0.6,0.94,high,1
ACC-0140,NOTE-0517,driver,heart,5,0.8,0.92,medium,1
ACC-0140,NOTE-0518,modifier,heart,2,0.6,0.88,medium,2
ACC-0140,NOTE-0532,support,top,4,0.75,0.89,low,1
ACC-0140,NOTE-0169,support,top,3,0.65,0.87,medium,2
ACC-0141,NOTE-0539,driver,base,5,0.75,0.9,high,1
ACC-0141,NOTE-0470,support,base,4,0.65,0.88,high,2
ACC-0141,NOTE-0471,support,base,3,0.55,0.84,high,3
ACC-0141,NOTE-0455,modifier,base,2,0.6,0.87,high,4
ACC-0141,NOTE-0205,modifier,base,1,0.65,0.95,high,5
ACC-0141,NOTE-0476,modifier,base,1,0.6,0.94,high,5
ACC-0142,NOTE-0505,modifier,base,1,0.9,0.98,high,1
ACC-0142,NOTE-0205,modifier,base,1,0.75,0.96,high,1
ACC-0142,NOTE-0509,support,heart,4,0.8,0.93,medium,1
ACC-0142,NOTE-0193,support,heart,3,0.85,0.95,medium,2
ACC-0142,NOTE-0540,driver,top,5,0.85,0.9,low,1
ACC-0142,NOTE-0541,modifier,top,2,0.7,0.89,low,2
ACC-0143,NOTE-0542,driver,base,5,0.7,0.88,high,1
ACC-0143,NOTE-0544,support,base,3,0.65,0.87,high,2
ACC-0143,NOTE-0456,modifier,base,2,0.7,0.91,medium,3
ACC-0143,NOTE-0458,modifier,base,1,0.55,0.88,high,4
ACC-0143,NOTE-0465,modifier,base,1,0.65,0.94,high,4
ACC-0143,NOTE-0543,support,heart,4,0.6,0.85,medium,1
ACC-0144,NOTE-0473,support,base,3,0.65,0.9,high,1
ACC-0144,NOTE-0205,modifier,base,2,0.75,0.96,high,2
ACC-0144,NOTE-0021,modifier,base,1,0.7,0.95,high,3
ACC-0144,NOTE-0476,modifier,base,1,0.65,0.94,high,3
ACC-0144,NOTE-0489,driver,top,5,0.75,0.86,low,1
ACC-0144,NOTE-0488,support,top,4,0.7,0.88,low,2
ACC-0145,NOTE-0456,driver,base,5,0.85,0.94,medium,1
ACC-0145,NOTE-0496,modifier,base,2,0.65,0.91,high,2
ACC-0145,NOTE-0465,modifier,base,1,0.7,0.95,high,3
ACC-0145,NOTE-0205,modifier,base,1,0.65,0.96,high,3
ACC-0145,NOTE-0495,support,heart,4,0.75,0.9,medium,1
ACC-0145,NOTE-0545,support,heart,3,0.7,0.89,medium,2
ACC-0146,NOTE-0457,modifier,base,2,0.55,0.89,high,1
ACC-0146,NOTE-0496,modifier,base,1,0.6,0.91,high,2
ACC-0146,NOTE-0465,modifier,base,1,0.65,0.94,high,2
ACC-0146,NOTE-0546,driver,heart,5,0.75,0.83,medium,1
ACC-0146,NOTE-0547,support,heart,4,0.7,0.86,medium,2
ACC-0146,NOTE-0548,support,heart,3,0.6,0.82,medium,3
ACC-0147,NOTE-0455,driver,base,5,0.75,0.9,high,1
ACC-0147,NOTE-0457,support,base,4,0.7,0.91,high,2
ACC-0147,NOTE-0408,support,base,3,0.65,0.92,medium,3
ACC-0147,NOTE-0496,modifier,base,2,0.6,0.9,high,4
ACC-0147,NOTE-0458,modifier,base,1,0.55,0.88,high,5
ACC-0147,NOTE-0465,modifier,base,1,0.65,0.94,high,5
ACC-0148,NOTE-0021,driver,base,5,0.9,0.97,high,1
ACC-0148,NOTE-0205,support,base,4,0.85,0.97,high,2
ACC-0148,NOTE-0087,support,base,3,0.8,0.96,high,3
ACC-0148,NOTE-0454,modifier,base,2,0.7,0.92,high,4
ACC-0148,NOTE-0476,modifier,base,1,0.85,0.98,high,5
ACC-0148,NOTE-0465,modifier,base,1,0.7,0.95,high,5
ACC-0149,NOTE-0456,support,base,3,0.65,0.92,medium,1
ACC-0149,NOTE-0205,modifier,base,1,0.7,0.96,high,2
ACC-0149,NOTE-0465,modifier,base,1,0.65,0.94,high,2
ACC-0149,NOTE-0511,support,heart,4,0.7,0.88,medium,1
ACC-0149,NOTE-0509,modifier,heart,2,0.75,0.93,medium,2
ACC-0149,NOTE-0551,driver,top,5,0.8,0.89,low,1
ACC-0150,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0150,NOTE-0465,modifier,base,1,0.65,0.95,high,1
ACC-0150,NOTE-0499,modifier,heart,2,0.75,0.91,medium,1
ACC-0150,NOTE-0550,driver,top,5,0.8,0.92,low,1
ACC-0150,NOTE-0523,support,top,4,0.7,0.88,low,2
ACC-0150,NOTE-0449,support,top,3,0.85,0.94,low,3
ACC-0151,NOTE-0457,modifier,base,2,0.6,0.9,high,1
ACC-0151,NOTE-0456,modifier,base,1,0.65,0.92,medium,2
ACC-0151,NOTE-0205,modifier,base,1,0.6,0.95,high,2
ACC-0151,NOTE-0513,driver,heart,5,0.75,0.84,medium,1
ACC-0151,NOTE-0552,support,heart,4,0.7,0.83,medium,2
ACC-0151,NOTE-0512,support,heart,3,0.65,0.82,medium,3
ACC-0152,NOTE-0496,modifier,base,2,0.55,0.9,high,1
ACC-0152,NOTE-0455,modifier,base,1,0.5,0.88,high,2
ACC-0152,NOTE-0465,modifier,base,1,0.6,0.94,high,2
ACC-0152,NOTE-0514,driver,heart,5,0.75,0.87,medium,1
ACC-0152,NOTE-0553,support,heart,4,0.65,0.85,medium,2
ACC-0152,NOTE-0546,support,heart,3,0.6,0.83,medium,3
ACC-0153,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0153,NOTE-0021,modifier,base,1,0.65,0.95,high,1
ACC-0153,NOTE-0549,driver,top,5,0.85,0.93,low,1
ACC-0153,NOTE-0490,support,top,4,0.9,0.94,low,2
ACC-0153,NOTE-0319,support,top,3,0.8,0.92,low,3
ACC-0153,NOTE-0550,modifier,top,2,0.75,0.92,low,4
ACC-0154,NOTE-0453,modifier,base,2,0.6,0.88,high,1
ACC-0154,NOTE-0205,modifier,base,1,0.7,0.96,high,2
ACC-0154,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0154,NOTE-0478,support,heart,3,0.65,0.89,medium,1
ACC-0154,NOTE-0554,driver,top,5,0.8,0.91,low,1
ACC-0154,NOTE-0488,support,top,4,0.75,0.92,low,2
ACC-0155,NOTE-0556,support,base,4,0.65,0.87,high,1
ACC-0155,NOTE-0485,support,base,3,0.55,0.83,high,2
ACC-0155,NOTE-0455,modifier,base,2,0.6,0.88,high,3
ACC-0155,NOTE-0021,modifier,base,1,0.7,0.95,high,4
ACC-0155,NOTE-0476,modifier,base,1,0.65,0.94,high,4
ACC-0155,NOTE-0555,driver,heart,5,0.7,0.89,medium,1
ACC-0156,NOTE-0456,support,base,4,0.7,0.92,medium,1
ACC-0156,NOTE-0496,support,base,3,0.65,0.91,high,2
ACC-0156,NOTE-0457,modifier,base,2,0.6,0.9,high,3
ACC-0156,NOTE-0205,modifier,base,1,0.7,0.96,high,4
ACC-0156,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0156,NOTE-0550,driver,top,5,0.8,0.93,low,1
ACC-0157,NOTE-0454,support,base,4,0.7,0.91,high,1
ACC-0157,NOTE-0458,support,base,3,0.65,0.89,high,2
ACC-0157,NOTE-0455,modifier,base,2,0.6,0.9,high,3
ACC-0157,NOTE-0205,modifier,base,1,0.75,0.96,high,4
ACC-0157,NOTE-0021,modifier,base,1,0.7,0.95,high,4
ACC-0157,NOTE-0512,driver,heart,5,0.75,0.85,medium,1
ACC-0158,NOTE-0539,support,base,4,0.65,0.9,high,1
ACC-0158,NOTE-0455,modifier,base,2,0.6,0.88,high,2
ACC-0158,NOTE-0205,modifier,base,1,0.7,0.96,high,3
ACC-0158,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0158,NOTE-0478,driver,heart,5,0.7,0.88,medium,1
ACC-0158,NOTE-0554,support,top,3,0.75,0.89,low,1
ACC-0159,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0159,NOTE-0465,modifier,base,1,0.65,0.95,high,1
ACC-0159,NOTE-0557,driver,top,5,0.85,0.92,low,1
ACC-0159,NOTE-0558,support,top,4,0.75,0.88,low,2
ACC-0159,NOTE-0535,support,top,3,0.8,0.9,medium,3
ACC-0159,NOTE-0449,modifier,top,2,0.9,0.94,low,4
ACC-0160,NOTE-0525,support,base,3,0.6,0.85,high,1
ACC-0160,NOTE-0455,modifier,base,2,0.55,0.88,high,2
ACC-0160,NOTE-0205,modifier,base,1,0.65,0.96,high,3
ACC-0160,NOTE-0465,modifier,base,1,0.6,0.95,high,3
ACC-0160,NOTE-0559,driver,heart,5,0.65,0.8,medium,1
ACC-0160,NOTE-0560,support,top,4,0.75,0.87,low,1
ACC-0161,NOTE-0456,support,base,4,0.65,0.92,medium,1
ACC-0161,NOTE-0556,support,base,3,0.6,0.88,high,2
ACC-0161,NOTE-0457,modifier,base,2,0.55,0.9,high,3
ACC-0161,NOTE-0021,modifier,base,1,0.7,0.95,high,4
ACC-0161,NOTE-0476,modifier,base,1,0.65,0.94,high,4
ACC-0161,NOTE-0555,driver,heart,5,0.7,0.9,medium,1
ACC-0162,NOTE-0459,support,base,4,0.75,0.92,high,1
ACC-0162,NOTE-0453,support,base,3,0.7,0.9,high,2
ACC-0162,NOTE-0205,modifier,base,2,0.8,0.97,high,3
ACC-0162,NOTE-0021,modifier,base,1,0.75,0.96,high,4
ACC-0162,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0162,NOTE-0554,driver,top,5,0.8,0.91,low,1
ACC-0163,NOTE-0455,driver,base,5,0.75,0.91,high,1
ACC-0163,NOTE-0457,support,base,4,0.7,0.92,high,2
ACC-0163,NOTE-0456,modifier,base,1,0.65,0.93,medium,3
ACC-0163,NOTE-0465,modifier,base,1,0.7,0.95,high,3
ACC-0163,NOTE-0512,support,heart,3,0.65,0.86,medium,1
ACC-0163,NOTE-0513,modifier,heart,2,0.6,0.84,medium,2
ACC-0164,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0164,NOTE-0465,modifier,base,1,0.65,0.95,high,1
ACC-0164,NOTE-0493,support,heart,4,0.7,0.91,medium,1
ACC-0164,NOTE-0193,support,heart,3,0.85,0.96,medium,2
ACC-0164,NOTE-0550,driver,top,5,0.8,0.93,low,1
ACC-0164,NOTE-0449,modifier,top,2,0.9,0.94,low,2
ACC-0165,NOTE-0458,modifier,base,2,0.65,0.9,high,1
ACC-0165,NOTE-0205,modifier,base,1,0.7,0.96,high,2
ACC-0165,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0165,NOTE-0501,driver,heart,5,0.75,0.92,medium,1
ACC-0165,NOTE-0548,support,heart,3,0.6,0.85,medium,2
ACC-0165,NOTE-0488,support,top,4,0.7,0.91,low,1
ACC-0166,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0166,NOTE-0021,modifier,base,1,0.65,0.95,high,1
ACC-0166,NOTE-0549,driver,top,5,0.85,0.93,low,1
ACC-0166,NOTE-0490,support,top,4,0.9,0.94,low,2
ACC-0166,NOTE-0449,support,top,3,0.88,0.94,low,3
ACC-0166,NOTE-0550,modifier,top,2,0.75,0.92,low,4
ACC-0167,NOTE-0456,driver,base,5,0.85,0.94,medium,1
ACC-0167,NOTE-0456,driver,base,5,0.7,0.94,high,1
ACC-0167,NOTE-0457,support,base,4,0.75,0.92,high,2
ACC-0167,NOTE-0039,support,base,4,0.65,0.92,high,2
ACC-0167,NOTE-0455,support,base,3,0.7,0.91,high,3
ACC-0167,NOTE-0455,support,base,3,0.6,0.9,high,3
ACC-0167,NOTE-0496,modifier,base,2,0.65,0.9,high,4
ACC-0167,NOTE-0399,modifier,base,2,0.55,0.93,high,4
ACC-0167,NOTE-0205,modifier,base,1,0.7,0.96,high,5
ACC-0167,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0167,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0167,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0168,NOTE-0453,modifier,base,2,0.7,0.9,high,1
ACC-0168,NOTE-0205,modifier,base,1,0.75,0.96,high,2
ACC-0168,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0168,NOTE-0450,support,heart,3,0.75,0.92,medium,1
ACC-0168,NOTE-0554,driver,top,5,0.8,0.91,low,1
ACC-0168,NOTE-0499,support,top,4,0.85,0.93,medium,2
ACC-0169,NOTE-0457,modifier,base,2,0.55,0.89,high,1
ACC-0169,NOTE-0455,modifier,base,1,0.5,0.88,high,2
ACC-0169,NOTE-0465,modifier,base,1,0.6,0.94,high,2
ACC-0169,NOTE-0514,driver,heart,5,0.7,0.86,medium,1
ACC-0169,NOTE-0546,support,heart,4,0.65,0.84,medium,2
ACC-0169,NOTE-0513,support,heart,3,0.6,0.82,medium,3
ACC-0170,NOTE-0473,support,base,3,0.7,0.9,high,1
ACC-0170,NOTE-0205,modifier,base,1,0.7,0.96,high,2
ACC-0170,NOTE-0476,modifier,base,1,0.65,0.95,high,2
ACC-0170,NOTE-0475,support,heart,4,0.65,0.82,medium,1
ACC-0170,NOTE-0497,driver,top,5,0.8,0.88,low,1
ACC-0170,NOTE-0449,modifier,top,2,0.85,0.93,low,2
ACC-0171,NOTE-0021,modifier,base,2,0.75,0.95,high,1
ACC-0171,NOTE-0205,modifier,base,1,0.8,0.97,high,2
ACC-0171,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0171,NOTE-0464,driver,top,5,0.75,0.86,low,1
ACC-0171,NOTE-0561,support,top,4,0.7,0.85,low,2
ACC-0171,NOTE-0488,support,top,3,0.7,0.89,low,3
ACC-0172,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0172,NOTE-0465,modifier,base,1,0.65,0.95,high,1
ACC-0172,NOTE-0562,driver,heart,5,0.7,0.91,medium,1
ACC-0172,NOTE-0467,support,heart,4,0.65,0.88,medium,2
ACC-0172,NOTE-0193,modifier,heart,2,0.8,0.96,medium,3
ACC-0172,NOTE-0449,support,top,3,0.85,0.94,low,1
ACC-0173,NOTE-0408,support,base,3,0.7,0.92,medium,1
ACC-0173,NOTE-0496,modifier,base,2,0.6,0.91,high,2
ACC-0173,NOTE-0205,modifier,base,1,0.7,0.96,high,3
ACC-0173,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0173,NOTE-0563,driver,heart,5,0.7,0.88,medium,1
ACC-0173,NOTE-0564,support,heart,4,0.65,0.86,medium,2
ACC-0174,NOTE-0527,driver,base,5,0.65,0.9,high,1
ACC-0174,NOTE-0465,modifier,base,1,0.7,0.95,high,2
ACC-0174,NOTE-0205,modifier,base,1,0.65,0.96,high,2
ACC-0174,NOTE-0484,support,heart,4,0.6,0.88,medium,1
ACC-0174,NOTE-0565,support,heart,3,0.65,0.89,medium,2
ACC-0174,NOTE-0501,modifier,heart,2,0.6,0.91,medium,3
ACC-0175,NOTE-0556,driver,base,5,0.7,0.89,high,1
ACC-0175,NOTE-0485,support,base,4,0.6,0.85,high,2
ACC-0175,NOTE-0205,modifier,base,1,0.75,0.96,high,3
ACC-0175,NOTE-0476,modifier,base,1,0.65,0.95,high,3
ACC-0175,NOTE-0555,support,heart,3,0.65,0.9,medium,1
ACC-0175,NOTE-0481,modifier,heart,2,0.6,0.88,medium,2
ACC-0176,NOTE-0408,support,base,4,0.75,0.93,medium,1
ACC-0176,NOTE-0457,support,base,3,0.65,0.91,high,2
ACC-0176,NOTE-0567,modifier,base,2,0.6,0.88,high,3
ACC-0176,NOTE-0205,modifier,base,1,0.7,0.96,high,4
ACC-0176,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0176,NOTE-0566,driver,heart,5,0.7,0.9,medium,1
ACC-0177,NOTE-0205,modifier,base,1,0.7,0.96,high,1
ACC-0177,NOTE-0465,modifier,base,1,0.65,0.95,high,1
ACC-0177,NOTE-0477,driver,top,5,0.75,0.87,medium,1
ACC-0177,NOTE-0568,support,top,4,0.65,0.85,low,2
ACC-0177,NOTE-0532,support,top,3,0.7,0.88,low,3
ACC-0177,NOTE-0557,modifier,top,2,0.8,0.92,low,4
ACC-0178,NOTE-0485,driver,base,5,0.65,0.82,high,1
ACC-0178,NOTE-0471,support,base,4,0.6,0.8,high,2
ACC-0178,NOTE-0516,support,base,3,0.55,0.78,high,3
ACC-0178,NOTE-0455,modifier,base,2,0.6,0.88,high,4
ACC-0178,NOTE-0205,modifier,base,1,0.7,0.96,high,5
ACC-0178,NOTE-0476,modifier,base,1,0.65,0.95,high,5
ACC-0179,NOTE-0539,driver,base,5,0.75,0.9,high,1
ACC-0179,NOTE-0470,support,base,4,0.65,0.88,high,2
ACC-0179,NOTE-0471,support,base,3,0.55,0.84,high,3
ACC-0179,NOTE-0455,modifier,base,2,0.6,0.89,high,4
ACC-0179,NOTE-0205,modifier,base,1,0.7,0.96,high,5
ACC-0179,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0180,NOTE-0569,driver,base,5,0.55,0.8,high,1
ACC-0180,NOTE-0516,support,base,4,0.5,0.78,high,2
ACC-0180,NOTE-0570,support,base,3,0.45,0.75,high,3
ACC-0180,NOTE-0455,modifier,base,2,0.6,0.88,high,4
ACC-0180,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0180,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0181,NOTE-0472,driver,base,5,0.7,0.88,high,1
ACC-0181,NOTE-0075,support,base,4,0.6,0.82,high,2
ACC-0181,NOTE-0471,support,base,3,0.55,0.8,high,3
ACC-0181,NOTE-0453,modifier,base,2,0.65,0.9,high,4
ACC-0181,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0181,NOTE-0021,modifier,base,1,0.7,0.96,high,5
ACC-0182,NOTE-0455,driver,base,5,0.75,0.92,high,1
ACC-0182,NOTE-0457,support,base,4,0.7,0.91,high,2
ACC-0182,NOTE-0309,support,base,3,0.65,0.89,high,3
ACC-0182,NOTE-0408,modifier,base,2,0.6,0.9,medium,4
ACC-0182,NOTE-0458,modifier,base,1,0.55,0.88,high,5
ACC-0182,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0183,NOTE-0571,driver,base,5,0.7,0.9,high,1
ACC-0183,NOTE-0556,support,base,4,0.65,0.88,high,2
ACC-0183,NOTE-0485,support,base,3,0.55,0.83,high,3
ACC-0183,NOTE-0455,modifier,base,2,0.6,0.89,high,4
ACC-0183,NOTE-0205,modifier,base,1,0.7,0.96,high,5
ACC-0183,NOTE-0476,modifier,base,1,0.65,0.95,high,5
ACC-0184,NOTE-0525,driver,base,5,0.7,0.88,high,1
ACC-0184,NOTE-0296,support,base,4,0.65,0.87,high,2
ACC-0184,NOTE-0471,support,base,3,0.55,0.82,high,3
ACC-0184,NOTE-0458,modifier,base,2,0.6,0.89,high,4
ACC-0184,NOTE-0021,modifier,base,1,0.7,0.96,high,5
ACC-0184,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0185,NOTE-0075,driver,base,5,0.65,0.82,high,1
ACC-0185,NOTE-0572,support,base,4,0.6,0.8,high,2
ACC-0185,NOTE-0471,support,base,3,0.55,0.78,high,3
ACC-0185,NOTE-0455,modifier,base,2,0.6,0.89,high,4
ACC-0185,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0185,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0186,NOTE-0516,driver,base,5,0.55,0.8,high,1
ACC-0186,NOTE-0455,support,base,4,0.7,0.9,high,2
ACC-0186,NOTE-0457,support,base,3,0.65,0.91,high,3
ACC-0186,NOTE-0458,modifier,base,2,0.6,0.89,high,4
ACC-0186,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0186,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0187,NOTE-0309,driver,base,5,0.7,0.9,high,1
ACC-0187,NOTE-0395,support,base,4,0.65,0.89,high,2
ACC-0187,NOTE-0573,support,base,3,0.6,0.87,high,3
ACC-0187,NOTE-0471,modifier,base,2,0.55,0.82,high,4
ACC-0187,NOTE-0205,modifier,base,1,0.7,0.96,high,5
ACC-0187,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0188,NOTE-0569,driver,base,5,0.5,0.78,high,1
ACC-0188,NOTE-0570,support,base,4,0.45,0.74,high,2
ACC-0188,NOTE-0455,modifier,base,2,0.6,0.88,high,3
ACC-0188,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0188,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0188,NOTE-0559,support,heart,3,0.55,0.8,medium,1
ACC-0189,NOTE-0574,driver,base,5,0.65,0.86,high,1
ACC-0189,NOTE-0455,support,base,4,0.7,0.9,high,2
ACC-0189,NOTE-0575,support,base,3,0.6,0.88,high,3
ACC-0189,NOTE-0519,modifier,base,2,0.55,0.87,high,4
ACC-0189,NOTE-0205,modifier,base,1,0.7,0.96,high,5
ACC-0189,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0190,NOTE-0075,driver,base,5,0.65,0.8,high,1
ACC-0190,NOTE-0471,support,base,4,0.6,0.78,high,2
