src_note_id,src_name,dst_note_id,dst_name,method,score,confidence,needs_review
NOTE-0196,hiacynth,,,unmatched,0.0,none,False
NOTE-0197,honey,NOTE-0574,honey_absolute,stem_equal,1.0,high,False
NOTE-0198,honeysuckle,,,unmatched,0.0,none,False
NOTE-0199,hyacinth,,,unmatched,0.0,none,False
NOTE-0200,immortelle,,,unmatched,0.0,none,False
NOTE-0201,incense,,,unmatched,0.0,none,False
NOTE-0202,indian_tuberose,NOTE-0645,tuberose_absolute,stem_subset_single,0.5,medium,True
NOTE-0203,indonesian_patchouli_leaf,NOTE-0458,patchouli_alcohol,stem_subset_single,0.3333,medium,True
NOTE-0206,italian_mandarin,NOTE-0654,mandarin_oil,stem_subset_single,0.5,medium,True
NOTE-0207,italian_orange,,,unmatched,0.0,none,False
NOTE-0208,ivy,,,unmatched,0.0,none,False
NOTE-0210,jasmine_egypt_infusion,NOTE-0492,jasmine_absolute,stem_subset_single,0.5,medium,True
NOTE-0211,jasmine_sambac,NOTE-0492,jasmine_absolute,stem_subset_single,0.5,medium,True
NOTE-0212,jasmine_tea,NOTE-0492,jasmine_absolute,stem_subset_single,0.5,medium,True
NOTE-0213,java_vetiver_oil,NOTE-0586,vetiver_java,stem_equal,1.0,high,False
NOTE-0214,juniper,,,unmatched,0.0,none,False
NOTE-0215,juniper_berries,,,unmatched,0.0,none,False
NOTE-0216,kiwi,,,unmatched,0.0,none,False
NOTE-0217,kulfi,,,unmatched,0.0,none,False
NOTE-0218,kulfi_accord,NOTE-0603,fig_accord,fuzzy,0.8182,medium,True
NOTE-0219,kumquat,,,unmatched,0.0,none,False
NOTE-0221,lavandin,NOTE-0448,lavandin_oil,stem_equal,1.0,high,False
NOTE-0223,leather,,,unmatched,0.0,none,False
NOTE-0224,leather_accord,NOTE-0462,patchouli_coeur,cas,1.0,high,False
NOTE-0226,lemon_verbena,NOTE-0490,lemon_oil,stem_subset_single,0.5,medium,True
NOTE-0227,lemon_zest,NOTE-0490,lemon_oil,stem_subset_single,0.5,medium,True
NOTE-0228,lentisque,NOTE-0479,lentisque_absolute,stem_equal,1.0,high,False
NOTE-0229,licorice,,,unmatched,0.0,none,False
NOTE-0230,light_woods,,,unmatched,0.0,none,False
NOTE-0231,lilac,,,unmatched,0.0,none,False
NOTE-0232,lily,,,unmatched,0.0,none,False
NOTE-0234,lime,,,unmatched,0.0,none,False
NOTE-0235,limoncello,,,unmatched,0.0,none,False
NOTE-0236,liquor,,,unmatched,0.0,none,False
NOTE-0237,liquor_accord,,,unmatched,0.0,none,False
NOTE-0238,litchi,,,unmatched,0.0,none,False
NOTE-0239,lorenox,,,unmatched,0.0,none,False
NOTE-0240,lotus,,,unmatched,0.0,none,False
NOTE-0241,lotus_wood,,,unmatched,0.0,none,False
NOTE-0242,mace,NOTE-0553,mace_oil,stem_equal,1.0,high,False
NOTE-0243,madagascar_pepper,NOTE-0488,pink_pepper_co2,stem_subset_single,0.5,medium,True
NOTE-0244,madagascar_vanilla,,,unmatched,0.0,none,False
NOTE-0245,magnolia,,,unmatched,0.0,none,False
NOTE-0246,mandarin,NOTE-0654,mandarin_oil,cas,1.0,high,False
NOTE-0247,mandarin_leaf,NOTE-0654,mandarin_oil,stem_subset_single,0.5,medium,True
NOTE-0248,mandarin_orange,NOTE-0654,mandarin_oil,stem_subset_single,0.5,medium,True
NOTE-0249,marine_notes,,,unmatched,0.0,none,False
NOTE-0250,marjoram,,,unmatched,0.0,none,False
NOTE-0251,marshmallow,,,unmatched,0.0,none,False
NOTE-0252,mastic,,,unmatched,0.0,none,False
NOTE-0253,mastic_or_lentisque,NOTE-0479,lentisque_absolute,stem_subset_single,0.3333,medium,True
NOTE-0254,mate,NOTE-0467,mate_absolute,stem_equal,1.0,high,False
NOTE-0255,may_rose,NOTE-0501,rose_absolute,stem_subset_single,0.5,medium,True
NOTE-0256,melon,NOTE-0640,melonal,fuzzy,0.8333,medium,True
NOTE-0257,metallic_notes,,,unmatched,0.0,none,False
NOTE-0258,mexican_chocolate,,,unmatched,0.0,none,False
NOTE-0259,mignonette,,,unmatched,0.0,none,False
NOTE-0260,milk,NOTE-0563,milk_lactone,stem_subset_single,0.5,medium,True
NOTE-0261,milk_chocolate,,,unmatched,0.0,none,False
NOTE-0262,mimosa,NOTE-0483,mimosa_absolute,stem_equal,1.0,high,False
NOTE-0263,mineral_notes,,,unmatched,0.0,none,False
NOTE-0264,mint,,,unmatched,0.0,none,False
NOTE-0265,mixed_spices,,,unmatched,0.0,none,False
NOTE-0266,mojito,,,unmatched,0.0,none,False
