Accord_ID,Accord_Name,Accord_Category,Note_ID,Note_Name,Note_Role,Layer,Importance_Weight,Typical_Presence,Blend_Compatibility,Stability_Class
ACC-0125,Honeyed Floral,Floral Sweet,NOTE-0494,Ylang-Ylang Extra,Support,Heart,3,0.6,0.88,Medium
ACC-0125,Honeyed Floral,Floral Sweet,NOTE-0524,Benzyl Salicylate,Modifier,Base,2,0.55,0.91,High
ACC-0125,Honeyed Floral,Floral Sweet,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0125,Honeyed Floral,Floral Sweet,NOTE-0205,Iso E Super,Modifier,Base,1,0.6,0.95,High
ACC-0126,Earthy Root,Earthy,NOTE-0453,Vetiver Haiti,Driver,Base,5,0.8,0.93,High
ACC-0126,Earthy Root,Earthy,NOTE-0458,Patchouli Alcohol,Support,Base,4,0.75,0.91,High
ACC-0126,Earthy Root,Earthy,NOTE-0525,Cypriol Oil,Support,Base,3,0.65,0.89,High
ACC-0126,Earthy Root,Earthy,NOTE-0472,Guaiac Wood Oil,Modifier,Base,2,0.6,0.88,High
ACC-0126,Earthy Root,Earthy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.95,High
ACC-0126,Earthy Root,Earthy,NOTE-0021,Ambroxan,Modifier,Base,1,0.65,0.94,High
ACC-0127,Fizzy Citrus,Citrus,NOTE-0526,Grapefruit Oil,Driver,Top,5,0.85,0.92,Low
ACC-0127,Fizzy Citrus,Citrus,NOTE-0449,Bergamot Oil,Support,Top,4,0.8,0.93,Low
ACC-0127,Fizzy Citrus,Citrus,NOTE-0489,Aldehyde C-10,Support,Top,3,0.7,0.89,Low
ACC-0127,Fizzy Citrus,Citrus,NOTE-0491,Petitgrain Oil,Modifier,Top,2,0.65,0.9,Low
ACC-0127,Fizzy Citrus,Citrus,NOTE-0205,Iso E Super,Modifier,Base,1,0.6,0.95,High
ACC-0127,Fizzy Citrus,Citrus,NOTE-0476,Habanolide,Modifier,Base,1,0.55,0.94,High
ACC-0128,Creamy Iris,Powdery,NOTE-0527,Orris Butter,Driver,Base,5,0.65,0.9,High
ACC-0128,Creamy Iris,Powdery,NOTE-0528,Iris Aldehyde,Support,Heart,4,0.6,0.88,Medium
ACC-0128,Creamy Iris,Powdery,NOTE-0529,Carrot Seed Oil,Support,Heart,3,0.55,0.87,Medium
ACC-0128,Creamy Iris,Powdery,NOTE-0484,Heliotropin,Modifier,Heart,2,0.5,0.86,Medium
ACC-0128,Creamy Iris,Powdery,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0128,Creamy Iris,Powdery,NOTE-0205,Iso E Super,Modifier,Base,1,0.6,0.95,High
ACC-0129,Classic Lavender,Aromatic,NOTE-0499,Lavender Oil,Driver,Top,5,0.95,0.96,Medium
ACC-0129,Classic Lavender,Aromatic,NOTE-0510,Linalyl Acetate,Support,Top,4,0.85,0.95,Low
ACC-0129,Classic Lavender,Aromatic,NOTE-0448,Lavandin Oil,Support,Top,3,0.75,0.93,Medium
ACC-0129,Classic Lavender,Aromatic,NOTE-0134,Coumarin,Modifier,Base,2,0.65,0.9,High
ACC-0129,Classic Lavender,Aromatic,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0129,Classic Lavender,Aromatic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.95,High
ACC-0130,Bright Neroli,Citrus Floral,NOTE-0530,Neroli Oil,Driver,Top,5,0.85,0.94,Low
ACC-0130,Bright Neroli,Citrus Floral,NOTE-0491,Petitgrain Oil,Support,Top,4,0.8,0.92,Low
ACC-0130,Bright Neroli,Citrus Floral,NOTE-0493,Orange Blossom Absolute,Support,Heart,3,0.7,0.91,Medium
ACC-0130,Bright Neroli,Citrus Floral,NOTE-0449,Bergamot Oil,Modifier,Top,2,0.85,0.93,Low
ACC-0130,Bright Neroli,Citrus Floral,NOTE-0193,Hedione,Modifier,Heart,1,0.8,0.96,Medium
ACC-0130,Bright Neroli,Citrus Floral,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.95,High
ACC-0131,Fresh Green Apple,Fruity Fresh,NOTE-0531,Hexyl Acetate,Driver,Top,5,0.8,0.9,Low
ACC-0131,Fresh Green Apple,Fruity Fresh,NOTE-0532,cis-3-Hexenol,Support,Top,4,0.75,0.88,Low
ACC-0131,Fresh Green Apple,Fruity Fresh,NOTE-0533,Aldehyde C-6,Support,Top,3,0.65,0.85,Low
ACC-0131,Fresh Green Apple,Fruity Fresh,NOTE-0509,Linalool,Modifier,Heart,2,0.7,0.92,Medium
ACC-0131,Fresh Green Apple,Fruity Fresh,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.95,High
ACC-0131,Fresh Green Apple,Fruity Fresh,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.94,High
ACC-0132,Soft Violet,Floral Powdery,NOTE-0534,Ionone Alpha,Driver,Heart,5,0.75,0.9,Medium
ACC-0132,Soft Violet,Floral Powdery,NOTE-0480,Violet Leaf Absolute,Support,Heart,4,0.65,0.88,Medium
ACC-0132,Soft Violet,Floral Powdery,NOTE-0481,Orris Concrete,Support,Base,3,0.6,0.89,High
ACC-0132,Soft Violet,Floral Powdery,NOTE-0484,Heliotropin,Modifier,Heart,2,0.55,0.87,Medium
ACC-0132,Soft Violet,Floral Powdery,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0132,Soft Violet,Floral Powdery,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.95,High
ACC-0133,Warm Cashmere,Woody Musk,NOTE-0087,Cashmeran,Driver,Base,5,0.85,0.96,High
ACC-0133,Warm Cashmere,Woody Musk,NOTE-0205,Iso E Super,Support,Base,4,0.9,0.97,High
ACC-0133,Warm Cashmere,Woody Musk,NOTE-0021,Ambroxan,Support,Base,3,0.8,0.96,High
ACC-0133,Warm Cashmere,Woody Musk,NOTE-0459,Cedarwood Virginia,Modifier,Base,2,0.75,0.92,High
ACC-0133,Warm Cashmere,Woody Musk,NOTE-0476,Habanolide,Modifier,Base,1,0.85,0.97,High
ACC-0133,Warm Cashmere,Woody Musk,NOTE-0465,Musk Ketone,Modifier,Base,1,0.7,0.95,High
ACC-0134,Herbal Cologne,Aromatic Citrus,NOTE-0449,Bergamot Oil,Driver,Top,5,0.9,0.94,Low
ACC-0134,Herbal Cologne,Aromatic Citrus,NOTE-0499,Lavender Oil,Support,Top,4,0.85,0.93,Medium
ACC-0134,Herbal Cologne,Aromatic Citrus,NOTE-0535,Rosemary Oil,Support,Top,3,0.75,0.9,Medium
ACC-0134,Herbal Cologne,Aromatic Citrus,NOTE-0491,Petitgrain Oil,Modifier,Top,2,0.8,0.92,Low
ACC-0134,Herbal Cologne,Aromatic Citrus,NOTE-0530,Neroli Oil,Modifier,Top,1,0.7,0.91,Low
ACC-0134,Herbal Cologne,Aromatic Citrus,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.95,High
ACC-0135,Sweet Almond,Gourmand Nutty,NOTE-0536,Benzaldehyde,Driver,Top,5,0.7,0.88,Low
ACC-0135,Sweet Almond,Gourmand Nutty,NOTE-0484,Heliotropin,Support,Heart,4,0.65,0.86,Medium
ACC-0135,Sweet Almond,Gourmand Nutty,NOTE-0456,Vanillin,Support,Base,3,0.75,0.92,Medium
ACC-0135,Sweet Almond,Gourmand Nutty,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.6,0.9,High
ACC-0135,Sweet Almond,Gourmand Nutty,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0135,Sweet Almond,Gourmand Nutty,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.95,High
ACC-0136,Dry Hay,Dry Herbal,NOTE-0468,Hay Absolute,Driver,Heart,5,0.65,0.85,Medium
ACC-0136,Dry Hay,Dry Herbal,NOTE-0134,Coumarin,Support,Base,4,0.7,0.9,High
ACC-0136,Dry Hay,Dry Herbal,NOTE-0519,Tobacco Absolute,Support,Base,3,0.55,0.88,High
ACC-0136,Dry Hay,Dry Herbal,NOTE-0453,Vetiver Haiti,Modifier,Base,2,0.6,0.89,High
ACC-0136,Dry Hay,Dry Herbal,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.95,High
ACC-0136,Dry Hay,Dry Herbal,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.94,High
ACC-0137,Classic Fougere,Fougere,NOTE-0499,Lavender Oil,Driver,Top,5,0.95,0.96,Medium
ACC-0137,Classic Fougere,Fougere,NOTE-0449,Bergamot Oil,Support,Top,4,0.9,0.94,Low
ACC-0137,Classic Fougere,Fougere,NOTE-0450,Geranium Oil,Support,Heart,3,0.8,0.92,Medium
ACC-0137,Classic Fougere,Fougere,NOTE-0134,Coumarin,Support,Base,3,0.75,0.91,High
ACC-0137,Classic Fougere,Fougere,NOTE-0452,Oakmoss Absolute,Modifier,Base,2,0.65,0.9,High
ACC-0137,Classic Fougere,Fougere,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.95,High
ACC-0138,Modern Blue,Fresh Woody,NOTE-0021,Ambroxan,Driver,Base,5,0.9,0.97,High
ACC-0138,Modern Blue,Fresh Woody,NOTE-0498,Dihydromyrcenol,Support,Top,4,0.85,0.93,Low
ACC-0138,Modern Blue,Fresh Woody,NOTE-0449,Bergamot Oil,Support,Top,3,0.8,0.92,Low
ACC-0138,Modern Blue,Fresh Woody,NOTE-0205,Iso E Super,Support,Base,3,0.85,0.97,High
ACC-0138,Modern Blue,Fresh Woody,NOTE-0537,Pepper Black,Modifier,Top,2,0.7,0.88,Low
ACC-0138,Modern Blue,Fresh Woody,NOTE-0465,Musk Ketone,Modifier,Base,1,0.75,0.95,High
ACC-0139,Sweet Vanilla,Gourmand,NOTE-0456,Vanillin,Driver,Base,5,0.85,0.94,Medium
ACC-0139,Sweet Vanilla,Gourmand,NOTE-0538,Ethyl Vanillin,Support,Base,4,0.8,0.93,Medium
ACC-0139,Sweet Vanilla,Gourmand,NOTE-0457,Benzoin Siam,Support,Base,3,0.7,0.91,High
ACC-0139,Sweet Vanilla,Gourmand,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.65,0.9,High
ACC-0139,Sweet Vanilla,Gourmand,NOTE-0465,Musk Ketone,Modifier,Base,1,0.7,0.94,High
ACC-0139,Sweet Vanilla,Gourmand,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.95,High
ACC-0140,Green Fig Leaf,Green,NOTE-0517,Fig Leaf Accord,Driver,Heart,5,0.8,0.92,Medium
ACC-0140,Green Fig Leaf,Green,NOTE-0532,cis-3-Hexenol,Support,Top,4,0.75,0.89,Low
ACC-0140,Green Fig Leaf,Green,NOTE-0169,Galbanum,Support,Top,3,0.65,0.87,Medium
ACC-0140,Green Fig Leaf,Green,NOTE-0518,Coconut Lactone,Modifier,Heart,2,0.6,0.88,Medium
ACC-0140,Green Fig Leaf,Green,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.95,High
ACC-0140,Green Fig Leaf,Green,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.94,High
ACC-0141,Smoky Incense,Incense,NOTE-0539,Frankincense Resin,Driver,Base,5,0.75,0.9,High
ACC-0141,Smoky Incense,Incense,NOTE-0470,Myrrh Absolute,Support,Base,4,0.65,0.88,High
ACC-0141,Smoky Incense,Incense,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.84,High
ACC-0141,Smoky Incense,Incense,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.87,High
ACC-0141,Smoky Incense,Incense,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.95,High
ACC-0141,Smoky Incense,Incense,NOTE-0476,Habanolide,Modifier,Base,1,0.6,0.94,High
ACC-0142,Clean Cotton,Clean,NOTE-0540,Aldehyde C-12 Lauric,Driver,Top,5,0.85,0.9,Low
ACC-0142,Clean Cotton,Clean,NOTE-0509,Linalool,Support,Heart,4,0.8,0.93,Medium
ACC-0142,Clean Cotton,Clean,NOTE-0193,Hedione,Support,Heart,3,0.85,0.95,Medium
ACC-0142,Clean Cotton,Clean,NOTE-0541,Rose Oxide,Modifier,Top,2,0.7,0.89,Low
ACC-0142,Clean Cotton,Clean,NOTE-0505,Galaxolide,Modifier,Base,1,0.9,0.98,High
ACC-0142,Clean Cotton,Clean,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.96,High
ACC-0143,Roasted Coffee,Gourmand Dark,NOTE-0542,Coffee Absolute,Driver,Base,5,0.7,0.88,High
ACC-0143,Roasted Coffee,Gourmand Dark,NOTE-0543,Pyrazine Accord,Support,Heart,4,0.6,0.85,Medium
ACC-0143,Roasted Coffee,Gourmand Dark,NOTE-0544,Cocoa Absolute,Support,Base,3,0.65,0.87,High
ACC-0143,Roasted Coffee,Gourmand Dark,NOTE-0456,Vanillin,Modifier,Base,2,0.7,0.91,Medium
ACC-0143,Roasted Coffee,Gourmand Dark,NOTE-0458,Patchouli Alcohol,Modifier,Base,1,0.55,0.88,High
ACC-0143,Roasted Coffee,Gourmand Dark,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0144,Metallic Mineral,Mineral,NOTE-0489,Aldehyde C-10,Driver,Top,5,0.75,0.86,Low
ACC-0144,Metallic Mineral,Mineral,NOTE-0488,Pink Pepper CO₂,Support,Top,4,0.7,0.88,Low
ACC-0144,Metallic Mineral,Mineral,NOTE-0473,Ambergris Accord,Support,Base,3,0.65,0.9,High
ACC-0144,Metallic Mineral,Mineral,NOTE-0205,Iso E Super,Modifier,Base,2,0.75,0.96,High
ACC-0144,Metallic Mineral,Mineral,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.95,High
ACC-0144,Metallic Mineral,Mineral,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.94,High
ACC-0145,Generic Sweet,Sweet,NOTE-0456,Vanillin,Driver,Base,5,0.85,0.94,Medium
ACC-0145,Generic Sweet,Sweet,NOTE-0495,Ethyl Maltol,Support,Heart,4,0.75,0.9,Medium
ACC-0145,Generic Sweet,Sweet,NOTE-0545,Benzyl Alcohol,Support,Heart,3,0.7,0.89,Medium
ACC-0145,Generic Sweet,Sweet,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.65,0.91,High
ACC-0145,Generic Sweet,Sweet,NOTE-0465,Musk Ketone,Modifier,Base,1,0.7,0.95,High
ACC-0145,Generic Sweet,Sweet,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.96,High
ACC-0092,Warm Spicy,Spicy,NOTE-0512,Cinnamon Bark Oil,Driver,Heart,5,0.7,0.85,Medium
ACC-0092,Warm Spicy,Spicy,NOTE-0514,Nutmeg Oil,Support,Heart,4,0.65,0.87,Medium
ACC-0092,Warm Spicy,Spicy,NOTE-0513,Clove Bud Oil,Support,Heart,3,0.6,0.82,Medium
ACC-0092,Warm Spicy,Spicy,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.55,0.88,High
ACC-0092,Warm Spicy,Spicy,NOTE-0456,Vanillin,Modifier,Base,1,0.6,0.9,Medium
ACC-0092,Warm Spicy,Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.95,High
ACC-0146,Cinnamon Spice,Spicy,NOTE-0546,Cinnamon Leaf Oil,Driver,Heart,5,0.75,0.83,Medium
ACC-0146,Cinnamon Spice,Spicy,NOTE-0547,Cinnamyl Alcohol,Support,Heart,4,0.7,0.86,Medium
ACC-0146,Cinnamon Spice,Spicy,NOTE-0548,Clove Oil,Support,Heart,3,0.6,0.82,Medium
ACC-0146,Cinnamon Spice,Spicy,NOTE-0457,Benzoin Siam,Modifier,Base,2,0.55,0.89,High
ACC-0146,Cinnamon Spice,Spicy,NOTE-0496,Tonka Bean Absolute,Modifier,Base,1,0.6,0.91,High
ACC-0146,Cinnamon Spice,Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0549,Ginger CO₂,Driver,Top,5,0.8,0.9,Low
ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0550,Cardamom Oil,Support,Top,4,0.75,0.92,Low
ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0319,Pink Pepper,Support,Top,3,0.7,0.91,Low
ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0449,Bergamot Oil,Modifier,Top,2,0.85,0.94,Low
ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0021,Ambroxan,Modifier,Base,1,0.65,0.95,High
ACC-0147,Classic Amber,Amber,NOTE-0455,Labdanum Absolute,Driver,Base,5,0.75,0.9,High
ACC-0147,Classic Amber,Amber,NOTE-0457,Benzoin Siam,Support,Base,4,0.7,0.91,High
ACC-0147,Classic Amber,Amber,NOTE-0408,Vanilla Absolute,Support,Base,3,0.65,0.92,Medium
ACC-0147,Classic Amber,Amber,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.6,0.9,High
ACC-0147,Classic Amber,Amber,NOTE-0458,Patchouli Alcohol,Modifier,Base,1,0.55,0.88,High
ACC-0147,Classic Amber,Amber,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0148,Modern Amberwood,Amber Woody,NOTE-0021,Ambroxan,Driver,Base,5,0.9,0.97,High
ACC-0148,Modern Amberwood,Amber Woody,NOTE-0205,Iso E Super,Support,Base,4,0.85,0.97,High
ACC-0148,Modern Amberwood,Amber Woody,NOTE-0087,Cashmeran,Support,Base,3,0.8,0.96,High
ACC-0148,Modern Amberwood,Amber Woody,NOTE-0454,Cedarwood Atlas,Modifier,Base,2,0.7,0.92,High
ACC-0148,Modern Amberwood,Amber Woody,NOTE-0476,Habanolide,Modifier,Base,1,0.85,0.98,High
ACC-0148,Modern Amberwood,Amber Woody,NOTE-0465,Musk Ketone,Modifier,Base,1,0.7,0.95,High
ACC-0149,Sweet Fruity,Fruity Sweet,NOTE-0551,Ethyl Butyrate,Driver,Top,5,0.8,0.89,Low
ACC-0149,Sweet Fruity,Fruity Sweet,NOTE-0511,Gamma-Undecalactone,Support,Heart,4,0.7,0.88,Medium
ACC-0149,Sweet Fruity,Fruity Sweet,NOTE-0456,Vanillin,Support,Base,3,0.65,0.92,Medium
ACC-0149,Sweet Fruity,Fruity Sweet,NOTE-0509,Linalool,Modifier,Heart,2,0.75,0.93,Medium
ACC-0149,Sweet Fruity,Fruity Sweet,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0149,Sweet Fruity,Fruity Sweet,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.94,High
ACC-0150,Cardamom Spice,Spicy Aromatic,NOTE-0550,Cardamom Oil,Driver,Top,5,0.8,0.92,Low
ACC-0150,Cardamom Spice,Spicy Aromatic,NOTE-0523,Eucalyptol,Support,Top,4,0.7,0.88,Low
ACC-0150,Cardamom Spice,Spicy Aromatic,NOTE-0449,Bergamot Oil,Support,Top,3,0.85,0.94,Low
ACC-0150,Cardamom Spice,Spicy Aromatic,NOTE-0499,Lavender Oil,Modifier,Heart,2,0.75,0.91,Medium
ACC-0150,Cardamom Spice,Spicy Aromatic,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0150,Cardamom Spice,Spicy Aromatic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0151,Clove Spice,Spicy,NOTE-0513,Clove Bud Oil,Driver,Heart,5,0.75,0.84,Medium
ACC-0151,Clove Spice,Spicy,NOTE-0552,Eugenol,Support,Heart,4,0.7,0.83,Medium
ACC-0151,Clove Spice,Spicy,NOTE-0512,Cinnamon Bark Oil,Support,Heart,3,0.65,0.82,Medium
ACC-0151,Clove Spice,Spicy,NOTE-0457,Benzoin Siam,Modifier,Base,2,0.6,0.9,High
ACC-0151,Clove Spice,Spicy,NOTE-0456,Vanillin,Modifier,Base,1,0.65,0.92,Medium
ACC-0151,Clove Spice,Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.6,0.95,High
ACC-0152,Nutmeg Spice,Spicy Warm,NOTE-0514,Nutmeg Oil,Driver,Heart,5,0.75,0.87,Medium
ACC-0152,Nutmeg Spice,Spicy Warm,NOTE-0553,Mace Oil,Support,Heart,4,0.65,0.85,Medium
ACC-0152,Nutmeg Spice,Spicy Warm,NOTE-0546,Cinnamon Leaf Oil,Support,Heart,3,0.6,0.83,Medium
ACC-0152,Nutmeg Spice,Spicy Warm,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.55,0.9,High
ACC-0152,Nutmeg Spice,Spicy Warm,NOTE-0455,Labdanum Absolute,Modifier,Base,1,0.5,0.88,High
ACC-0152,Nutmeg Spice,Spicy Warm,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.94,High
ACC-0153,Ginger Spice,Fresh Spicy,NOTE-0549,Ginger CO₂,Driver,Top,5,0.85,0.93,Low
ACC-0153,Ginger Spice,Fresh Spicy,NOTE-0490,Lemon Oil,Support,Top,4,0.9,0.94,Low
ACC-0153,Ginger Spice,Fresh Spicy,NOTE-0319,Pink Pepper,Support,Top,3,0.8,0.92,Low
ACC-0153,Ginger Spice,Fresh Spicy,NOTE-0550,Cardamom Oil,Modifier,Top,2,0.75,0.92,Low
ACC-0153,Ginger Spice,Fresh Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0153,Ginger Spice,Fresh Spicy,NOTE-0021,Ambroxan,Modifier,Base,1,0.65,0.95,High
ACC-0154,Peppery Spice,Spicy Dry,NOTE-0554,Black Pepper Oil,Driver,Top,5,0.8,0.91,Low
ACC-0154,Peppery Spice,Spicy Dry,NOTE-0488,Pink Pepper CO₂,Support,Top,4,0.75,0.92,Low
ACC-0154,Peppery Spice,Spicy Dry,NOTE-0478,Elemi Resin,Support,Heart,3,0.65,0.89,Medium
ACC-0154,Peppery Spice,Spicy Dry,NOTE-0453,Vetiver Haiti,Modifier,Base,2,0.6,0.88,High
ACC-0154,Peppery Spice,Spicy Dry,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0154,Peppery Spice,Spicy Dry,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0155,Saffron Spice,Spicy Leather,NOTE-0555,Saffron Accord,Driver,Heart,5,0.7,0.89,Medium
ACC-0155,Saffron Spice,Spicy Leather,NOTE-0556,Suederal,Support,Base,4,0.65,0.87,High
ACC-0155,Saffron Spice,Spicy Leather,NOTE-0485,IsoButyl Quinoline,Support,Base,3,0.55,0.83,High
ACC-0155,Saffron Spice,Spicy Leather,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0155,Saffron Spice,Spicy Leather,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.95,High
ACC-0155,Saffron Spice,Spicy Leather,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.94,High
ACC-0156,Sweet Cardamom,Sweet Spicy,NOTE-0550,Cardamom Oil,Driver,Top,5,0.8,0.93,Low
ACC-0156,Sweet Cardamom,Sweet Spicy,NOTE-0456,Vanillin,Support,Base,4,0.7,0.92,Medium
ACC-0156,Sweet Cardamom,Sweet Spicy,NOTE-0496,Tonka Bean Absolute,Support,Base,3,0.65,0.91,High
ACC-0156,Sweet Cardamom,Sweet Spicy,NOTE-0457,Benzoin Siam,Modifier,Base,2,0.6,0.9,High
ACC-0156,Sweet Cardamom,Sweet Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0156,Sweet Cardamom,Sweet Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0157,Woody Cinnamon,Woody Spicy,NOTE-0512,Cinnamon Bark Oil,Driver,Heart,5,0.75,0.85,Medium
ACC-0157,Woody Cinnamon,Woody Spicy,NOTE-0454,Cedarwood Atlas,Support,Base,4,0.7,0.91,High
ACC-0157,Woody Cinnamon,Woody Spicy,NOTE-0458,Patchouli Alcohol,Support,Base,3,0.65,0.89,High
ACC-0157,Woody Cinnamon,Woody Spicy,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.9,High
ACC-0157,Woody Cinnamon,Woody Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.96,High
ACC-0157,Woody Cinnamon,Woody Spicy,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.95,High
ACC-0158,Resinous Spice,Resinous Spicy,NOTE-0478,Elemi Resin,Driver,Heart,5,0.7,0.88,Medium
ACC-0158,Resinous Spice,Resinous Spicy,NOTE-0539,Frankincense Resin,Support,Base,4,0.65,0.9,High
ACC-0158,Resinous Spice,Resinous Spicy,NOTE-0554,Black Pepper Oil,Support,Top,3,0.75,0.89,Low
ACC-0158,Resinous Spice,Resinous Spicy,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0158,Resinous Spice,Resinous Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0158,Resinous Spice,Resinous Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0159,Fresh Herbal Spice,Aromatic Spicy,NOTE-0557,Basil Oil,Driver,Top,5,0.85,0.92,Low
ACC-0159,Fresh Herbal Spice,Aromatic Spicy,NOTE-0558,Thyme Oil,Support,Top,4,0.75,0.88,Low
ACC-0159,Fresh Herbal Spice,Aromatic Spicy,NOTE-0535,Rosemary Oil,Support,Top,3,0.8,0.9,Medium
ACC-0159,Fresh Herbal Spice,Aromatic Spicy,NOTE-0449,Bergamot Oil,Modifier,Top,2,0.9,0.94,Low
ACC-0159,Fresh Herbal Spice,Aromatic Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0159,Fresh Herbal Spice,Aromatic Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0160,Dark Cumin Spice,Animalic Spicy,NOTE-0559,Cumin Seed Oil,Driver,Heart,5,0.65,0.8,Medium
ACC-0160,Dark Cumin Spice,Animalic Spicy,NOTE-0560,Coriander Seed Oil,Support,Top,4,0.75,0.87,Low
ACC-0160,Dark Cumin Spice,Animalic Spicy,NOTE-0525,Cypriol Oil,Support,Base,3,0.6,0.85,High
ACC-0160,Dark Cumin Spice,Animalic Spicy,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.55,0.88,High
ACC-0160,Dark Cumin Spice,Animalic Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.96,High
ACC-0160,Dark Cumin Spice,Animalic Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.95,High
ACC-0161,Sweet Saffron,Sweet Leather Spicy,NOTE-0555,Saffron Accord,Driver,Heart,5,0.7,0.9,Medium
ACC-0161,Sweet Saffron,Sweet Leather Spicy,NOTE-0456,Vanillin,Support,Base,4,0.65,0.92,Medium
ACC-0161,Sweet Saffron,Sweet Leather Spicy,NOTE-0556,Suederal,Support,Base,3,0.6,0.88,High
ACC-0161,Sweet Saffron,Sweet Leather Spicy,NOTE-0457,Benzoin Siam,Modifier,Base,2,0.55,0.9,High
ACC-0161,Sweet Saffron,Sweet Leather Spicy,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.95,High
ACC-0161,Sweet Saffron,Sweet Leather Spicy,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.94,High
ACC-0162,Dry Spice Woods,Dry Woody Spicy,NOTE-0554,Black Pepper Oil,Driver,Top,5,0.8,0.91,Low
