request_id,perfume_id,primary_accord,secondary_accord,primary_in_ref,any_in_ref,ref_accord_count
REQ-02596,P000366,ACC-0286,ACC-0197,False,False,4
REQ-02597,P000131,ACC-0195,,False,False,7
REQ-02598,P000426,ACC-0227,ACC-0079,False,False,4
REQ-02599,P000094,ACC-0148,,False,False,9
REQ-02600,P000401,ACC-0107,ACC-0059,False,False,4
REQ-02601,P000396,ACC-0289,,False,False,4
REQ-02602,P000166,ACC-0212,ACC-0170,False,False,10
REQ-02603,P000195,ACC-0159,,False,False,4
REQ-02604,P000204,ACC-0266,ACC-0206,False,False,4
REQ-02605,P000265,ACC-0292,,False,False,4
REQ-02607,P000095,ACC-0102,,False,False,10
REQ-02608,P000299,ACC-0250,ACC-0251,False,False,5
REQ-02610,P000195,ACC-0179,,False,False,4
REQ-02613,P000340,ACC-0066,,False,False,4
REQ-02615,P000030,ACC-0253,ACC-0134,False,False,10
REQ-02617,P000341,ACC-0184,ACC-0161,False,False,4
REQ-02624,P000397,ACC-0221,,False,False,4
REQ-02626,P000424,ACC-0249,ACC-0162,False,False,4
REQ-02627,P000395,ACC-0178,,False,False,4
REQ-02629,P000413,ACC-0108,,False,False,4
REQ-02630,P000376,ACC-0244,ACC-0293,False,False,4
REQ-02631,P000256,ACC-0139,,False,False,4
REQ-02634,P000005,ACC-0063,,False,False,10
REQ-02636,P000284,ACC-0182,,False,False,4
REQ-02637,P000149,ACC-0123,,False,False,5
REQ-02639,P000258,ACC-0200,,False,False,4
REQ-02641,P000125,ACC-0292,ACC-0107,False,False,10
REQ-02642,P000122,ACC-0140,ACC-0251,False,False,10
REQ-02644,P000124,ACC-0288,,False,False,8
REQ-02645,P000327,ACC-0213,ACC-0034,False,False,4
REQ-02647,P000325,ACC-0229,ACC-0034,False,False,4
REQ-02649,P000237,ACC-0033,,True,True,5
REQ-02654,P000427,ACC-0264,,False,False,4
REQ-02655,P000199,ACC-0264,ACC-0170,False,False,4
REQ-02656,P000342,ACC-0291,,False,False,4
REQ-02659,P000395,ACC-0116,ACC-0295,False,False,4
REQ-02660,P000225,ACC-0184,,False,False,5
REQ-02661,P000186,ACC-0288,,False,False,4
REQ-02662,P000301,ACC-0177,,False,False,5
REQ-02666,P000059,ACC-0236,,False,False,8
REQ-02669,P000368,ACC-0210,,False,False,4
REQ-02671,P000096,ACC-0209,,False,False,8
REQ-02675,P000113,ACC-0291,ACC-0139,False,False,10
REQ-02680,P000061,ACC-0212,,False,False,3
REQ-02684,P000095,ACC-0276,ACC-0131,False,False,10
REQ-02686,P000356,ACC-0134,ACC-0207,False,False,4
REQ-02687,P000408,ACC-0104,ACC-0251,False,False,4
REQ-02689,P000303,ACC-0174,ACC-0229,False,False,5
REQ-02690,P000377,ACC-0279,,False,False,4
REQ-02691,P000415,ACC-0151,ACC-0033,False,False,4
REQ-02696,P000387,ACC-0107,,False,False,4
REQ-02697,P000055,ACC-0293,,False,False,10
REQ-02698,P000232,ACC-0140,ACC-0148,False,False,5
REQ-02700,P000061,ACC-0152,,False,False,3
REQ-02701,P000386,ACC-0207,,False,False,4
REQ-02702,P000323,ACC-0233,,False,False,4
REQ-02704,P000436,ACC-0170,,False,False,4
REQ-02706,P000316,ACC-0292,,False,False,4
REQ-02707,P000394,ACC-0148,,False,False,4
REQ-02709,P000131,ACC-0033,,False,False,7
REQ-02711,P000328,ACC-0112,,False,False,4
REQ-02712,P000030,ACC-0184,ACC-0144,False,False,10
REQ-02713,P000195,ACC-0031,ACC-0096,False,False,4
REQ-02715,P000083,ACC-0166,,False,False,7
REQ-02716,P000424,ACC-0055,,False,False,4
REQ-02719,P000230,ACC-0182,ACC-0196,False,False,5
REQ-02723,P000118,ACC-0204,ACC-0134,False,False,8
REQ-02724,P000445,ACC-0275,,False,False,4
REQ-02726,P000028,ACC-0125,,False,False,6
REQ-02727,P000338,ACC-0051,,False,False,4
REQ-02729,P000351,ACC-0160,,False,False,4
REQ-02730,P000361,ACC-0167,,False,False,4
REQ-02734,P000008,ACC-0295,,False,False,10
REQ-02735,P000008,ACC-0112,,False,False,10
REQ-02736,P000297,ACC-0007,ACC-0292,False,False,5
REQ-02737,P000190,ACC-0157,,False,False,5
REQ-02738,P000126,ACC-0202,,False,False,10
REQ-02739,P000378,ACC-0063,,False,False,4
REQ-02742,P000214,ACC-0143,,False,False,4
REQ-02743,P000104,ACC-0128,,False,False,10
REQ-02744,P000420,ACC-0177,,False,False,4
REQ-02745,P000419,ACC-0170,ACC-0222,False,False,4
REQ-02748,P000365,ACC-0112,,False,False,4
REQ-02749,P000227,ACC-0286,,False,False,5
REQ-02750,P000383,ACC-0122,,False,False,4
REQ-02751,P000376,ACC-0055,,False,False,4
REQ-02754,P000275,ACC-0248,ACC-0133,False,False,4
REQ-02756,P000324,ACC-0142,,False,False,4
REQ-02760,P000220,ACC-0138,,False,False,5
REQ-02763,P000267,ACC-0215,,False,False,5
REQ-02764,P000380,ACC-0055,ACC-0170,False,False,4
REQ-02766,P000272,ACC-0106,,False,False,4
REQ-02768,P000121,ACC-0112,ACC-0034,False,False,10
REQ-02769,P000038,ACC-0150,,False,False,10
REQ-02772,P000219,ACC-0171,,False,False,5
REQ-02774,P000367,ACC-0160,ACC-0190,False,False,4
REQ-02777,P000397,ACC-0138,,False,False,4
REQ-02778,P000362,ACC-0075,,False,False,4
REQ-02779,P000200,ACC-0180,,False,False,4
REQ-02781,P000099,ACC-0178,,False,False,9
REQ-02782,P000350,ACC-0170,,False,False,4
REQ-02785,P000326,ACC-0166,ACC-0288,False,False,4
REQ-02786,P000201,ACC-0134,,False,False,4
REQ-02789,P000372,ACC-0179,ACC-0194,False,False,4
REQ-02790,P000369,ACC-0285,ACC-0177,False,False,4
REQ-02791,P000398,ACC-0106,ACC-0170,False,False,4
REQ-02792,P000414,ACC-0282,,False,False,4
REQ-02794,P000317,ACC-0109,,False,False,4
REQ-02795,P000257,ACC-0082,,True,True,4
REQ-02796,P000064,ACC-0112,,False,False,5
REQ-02797,P000189,ACC-0210,ACC-0281,False,False,6
REQ-02800,P000302,ACC-0063,ACC-0161,False,False,4
REQ-02801,P000110,ACC-0004,ACC-0212,True,True,10
REQ-02802,P000127,ACC-0291,,False,False,10
REQ-02804,P000337,ACC-0147,,False,False,4
REQ-02805,P000274,ACC-0166,,False,False,4
REQ-02807,P000391,ACC-0283,ACC-0253,False,False,4
REQ-02808,P000337,ACC-0263,ACC-0308,False,False,4
REQ-02809,P000413,ACC-0144,ACC-0222,False,False,4
REQ-02810,P000439,ACC-0172,ACC-0121,False,False,4
REQ-02813,P000069,ACC-0142,,False,False,10
REQ-02814,P000422,ACC-0170,,False,False,4
REQ-02817,P000384,ACC-0102,ACC-0248,False,False,4
REQ-02822,P000118,ACC-0182,ACC-0170,False,False,8
REQ-02823,P000429,ACC-0227,,False,False,4
REQ-02824,P000178,ACC-0144,,False,False,5
REQ-02826,P000094,ACC-0034,ACC-0140,False,False,9
REQ-02828,P000428,ACC-0171,ACC-0185,False,False,4
REQ-02830,P000115,ACC-0174,ACC-0215,False,False,9
REQ-02832,P000111,ACC-0291,,False,False,10
REQ-02834,P000320,ACC-0266,,False,False,4
REQ-02835,P000155,ACC-0095,ACC-0200,True,True,8
REQ-02837,P000335,ACC-0051,ACC-0170,False,False,4
REQ-02839,P000052,ACC-0179,,False,False,10
REQ-02840,P000178,ACC-0175,,False,False,5
REQ-02841,P000156,ACC-0294,ACC-0170,False,False,10
REQ-02842,P000418,ACC-0200,ACC-0239,False,False,4
REQ-02845,P000093,ACC-0007,,False,False,10
REQ-02846,P000145,ACC-0161,ACC-0210,False,False,5
REQ-02856,P000279,ACC-0005,,False,False,4
REQ-02857,P000072,ACC-0184,,False,False,10
REQ-02858,P000304,ACC-0106,,False,False,5
REQ-02859,P000328,ACC-0007,ACC-0199,False,False,4
REQ-02868,P000213,ACC-0183,,False,False,4
REQ-02870,P000196,ACC-0167,,False,False,3
REQ-02871,P000036,ACC-0112,ACC-0156,False,False,7
REQ-02875,P000349,ACC-0059,,False,False,4
REQ-02878,P000440,ACC-0102,,False,False,4
REQ-02879,P000383,ACC-0133,ACC-0206,False,False,4
REQ-02880,P000407,ACC-0280,ACC-0172,False,False,4
REQ-02881,P000050,ACC-0156,,False,False,6
REQ-02882,P000434,ACC-0289,,False,False,4
REQ-02884,P000021,ACC-0121,,False,False,10
REQ-02886,P000109,ACC-0007,ACC-0252,False,False,10
REQ-02887,P000177,ACC-0248,,False,False,5
REQ-02889,P000331,ACC-0212,ACC-0279,False,False,4
REQ-02890,P000128,ACC-0131,ACC-0111,False,False,8
REQ-02892,P000107,ACC-0125,,False,False,10
REQ-02893,P000155,ACC-0190,ACC-0095,False,True,8
REQ-02894,P000219,ACC-0102,ACC-0148,False,False,5
REQ-02895,P000040,ACC-0104,,False,False,5
REQ-02902,P000338,ACC-0177,,False,False,4
REQ-02903,P000139,ACC-0293,,False,False,8
REQ-02906,P000327,ACC-0228,,False,False,4
REQ-02907,P000108,ACC-0170,,False,False,10
REQ-02909,P000190,ACC-0167,,False,False,5
REQ-02911,P000398,ACC-0112,,False,False,4
REQ-02912,P000161,ACC-0144,ACC-0118,False,False,8
REQ-02913,P000203,ACC-0095,,True,True,4
REQ-02914,P000255,ACC-0257,,False,False,4
REQ-02915,P000169,ACC-0107,,False,False,5
REQ-02916,P000390,ACC-0264,,False,False,4
REQ-02918,P000051,ACC-0158,ACC-0236,False,False,9
REQ-02920,P000148,ACC-0092,,True,True,10
REQ-02921,P000297,ACC-0184,ACC-0292,False,False,5
REQ-02922,P000080,ACC-0112,,False,False,10
REQ-02923,P000043,ACC-0222,,False,False,5
REQ-02924,P000175,ACC-0134,,False,False,5
REQ-02925,P000301,ACC-0252,,False,False,5
REQ-02926,P000132,ACC-0007,,False,False,10
REQ-02929,P000320,ACC-0196,,False,False,4
REQ-02933,P000263,ACC-0127,ACC-0134,False,False,4
REQ-02934,P000135,ACC-0109,,False,False,10
REQ-02937,P000268,ACC-0265,,False,False,4
REQ-02938,P000132,ACC-0286,,False,False,10
REQ-02939,P000175,ACC-0170,ACC-0077,False,False,5
REQ-02940,P000070,ACC-0170,,False,False,10
REQ-02941,P000447,ACC-0007,,False,False,4
REQ-02942,P000087,ACC-0121,,False,False,7
REQ-02945,P000109,ACC-0125,,False,False,10
REQ-02950,P000209,ACC-0232,,False,False,4
REQ-02951,P000140,ACC-0284,ACC-0132,False,False,5
REQ-02952,P000077,ACC-0079,,False,False,10
REQ-02953,P000288,ACC-0102,ACC-0066,False,False,4
REQ-02956,P000363,ACC-0113,,False,False,4
REQ-02957,P000411,ACC-0167,ACC-0138,False,False,4
REQ-02958,P000180,ACC-0233,ACC-0063,False,False,4
REQ-02961,P000037,ACC-0104,,False,False,10
REQ-02963,P000317,ACC-0153,,False,False,4
REQ-02964,P000429,ACC-0282,,False,False,4
REQ-02965,P000235,ACC-0181,,False,False,4
REQ-02966,P000064,ACC-0160,,False,False,5
REQ-02967,P000422,ACC-0280,ACC-0180,False,False,4
REQ-02968,P000148,ACC-0183,ACC-0250,False,False,10
REQ-02969,P000035,ACC-0185,,False,False,8
REQ-02974,P000112,ACC-0231,,False,False,10
REQ-02975,P000278,ACC-0167,,False,False,4
REQ-02976,P000152,ACC-0050,,False,False,9
REQ-02979,P000035,ACC-0229,,False,False,8
REQ-02981,P000258,ACC-0170,,False,False,4
REQ-02984,P000182,ACC-0132,,False,False,5
REQ-02986,P000122,ACC-0254,,False,False,10
REQ-02987,P000327,ACC-0171,ACC-0249,False,False,4
REQ-02988,P000106,ACC-0066,,True,True,10
REQ-02990,P000287,ACC-0212,ACC-0163,False,False,4
REQ-02994,P000211,ACC-0295,,False,False,5
REQ-02995,P000330,ACC-0182,,False,False,4
REQ-03005,P000027,ACC-0180,,False,False,7
REQ-03006,P000306,ACC-0109,ACC-0004,False,True,4
REQ-03007,P000059,ACC-0138,,False,False,8
REQ-03009,P000435,ACC-0007,,False,False,4
REQ-03010,P000276,ACC-0213,,False,False,4
REQ-03011,P000052,ACC-0143,,False,False,10
REQ-03012,P000091,ACC-0286,,False,False,8
REQ-03015,P000127,ACC-0112,ACC-0256,False,False,10
REQ-03016,P000188,ACC-0163,,False,False,5
REQ-03018,P000028,ACC-0063,ACC-0256,False,False,6
REQ-03020,P000104,ACC-0107,ACC-0115,False,False,10
REQ-03021,P000032,ACC-0123,,False,False,9
REQ-03022,P000282,ACC-0170,ACC-0279,False,False,4
REQ-03023,P000301,ACC-0112,ACC-0182,False,False,5
REQ-03026,P000412,ACC-0107,,False,False,4
REQ-03027,P000205,ACC-0170,,False,False,4
REQ-03029,P000063,ACC-0180,,False,False,6
REQ-03030,P000059,ACC-0155,,False,False,8
REQ-03032,P000439,ACC-0127,,False,False,4
REQ-03033,P000241,ACC-0155,,False,False,5
REQ-03034,P000436,ACC-0265,ACC-0102,False,False,4
REQ-03036,P000197,ACC-0209,ACC-0207,False,False,4
REQ-03037,P000183,ACC-0144,,False,False,4
REQ-03038,P000413,ACC-0108,,False,False,4
REQ-03041,P000358,ACC-0275,ACC-0187,False,False,4
REQ-03042,P000115,ACC-0295,,False,False,9
REQ-03046,P000293,ACC-0170,,False,False,5
REQ-03050,P000164,ACC-0199,,False,False,4
REQ-03055,P000439,ACC-0106,,False,False,4
REQ-03058,P000024,ACC-0147,ACC-0184,False,False,10
REQ-03061,P000063,ACC-0253,,False,False,6
REQ-03065,P000362,ACC-0139,,False,False,4
REQ-03066,P000343,ACC-0161,,False,False,4
REQ-03067,P000235,ACC-0063,,False,False,4
REQ-03068,P000211,ACC-0231,,False,False,5
REQ-03070,P000249,ACC-0170,,False,False,4
REQ-03072,P000361,ACC-0179,ACC-0161,False,False,4
REQ-03074,P000366,ACC-0165,,False,False,4
REQ-03075,P000032,ACC-0122,ACC-0007,False,False,9
REQ-03080,P000011,ACC-0213,ACC-0183,False,False,10
REQ-03081,P000436,ACC-0134,ACC-0157,False,False,4
REQ-03083,P000088,ACC-0033,ACC-0111,False,False,10
REQ-03085,P000129,ACC-0141,ACC-0112,False,False,4
REQ-03087,P000088,ACC-0166,ACC-0279,False,False,10
REQ-03092,P000161,ACC-0007,ACC-0134,False,False,8
REQ-03093,P000093,ACC-0167,,False,False,10
REQ-03096,P000233,ACC-0127,ACC-0142,False,False,5
REQ-03097,P000376,ACC-0227,ACC-0281,False,False,4
REQ-03100,P000210,ACC-0280,,False,False,4
REQ-03104,P000123,ACC-0102,,False,False,5
REQ-03105,P000312,ACC-0104,ACC-0138,False,False,5
REQ-03107,P000080,ACC-0233,,False,False,10
REQ-03109,P000419,ACC-0280,ACC-0170,False,False,4
REQ-03110,P000448,ACC-0154,ACC-0111,False,False,4
REQ-03112,P000226,ACC-0202,,False,False,4
REQ-03114,P000029,ACC-0181,,False,False,6
REQ-03116,P000236,ACC-0130,ACC-0206,False,False,5
REQ-03118,P000259,ACC-0002,,False,False,4
REQ-03124,P000206,ACC-0177,ACC-0059,False,False,4
REQ-03125,P000039,ACC-0150,ACC-0127,False,False,10
REQ-03126,P000060,ACC-0063,,False,False,10
REQ-03127,P000356,ACC-0105,,False,False,4
REQ-03130,P000128,ACC-0121,ACC-0248,False,False,8
REQ-03131,P000416,ACC-0007,,False,False,4
REQ-03132,P000183,ACC-0102,ACC-0112,False,False,4
REQ-03134,P000450,ACC-0185,,False,False,4
REQ-03138,P000275,ACC-0195,,False,False,4
REQ-03139,P000198,ACC-0170,ACC-0150,False,False,4
REQ-03140,P000384,ACC-0182,ACC-0284,False,False,4
REQ-03141,P000277,ACC-0295,ACC-0254,False,False,4
REQ-03142,P000388,ACC-0066,ACC-0193,False,False,4
REQ-03144,P000080,ACC-0169,,False,False,10
REQ-03146,P000006,ACC-0284,ACC-0180,False,False,10
REQ-03149,P000336,ACC-0002,ACC-0171,False,False,4
REQ-03150,P000314,ACC-0131,,False,False,4
REQ-03151,P000226,ACC-0112,,False,False,4
REQ-03153,P000193,ACC-0170,,False,False,4
REQ-03154,P000206,ACC-0107,,False,False,4
REQ-03158,P000112,ACC-0258,ACC-0190,False,False,10
REQ-03160,P000167,ACC-0181,ACC-0207,False,False,8
REQ-03162,P000419,ACC-0216,,False,False,4
REQ-03169,P000069,ACC-0212,,False,False,10
REQ-03170,P000409,ACC-0122,,False,False,4
REQ-03172,P000164,ACC-0128,,False,False,4
REQ-03173,P000028,ACC-0159,ACC-0124,False,False,6
REQ-03174,P000261,ACC-0118,,False,False,4
REQ-03175,P000148,ACC-0275,,False,False,10
REQ-03178,P000435,ACC-0122,ACC-0102,False,False,4
REQ-03180,P000114,ACC-0163,ACC-0104,False,False,10
REQ-03181,P000018,ACC-0007,,False,False,5
REQ-03182,P000028,ACC-0105,,False,False,6
REQ-03188,P000162,ACC-0130,ACC-0295,False,False,7
REQ-03190,P000395,ACC-0257,,False,False,4
REQ-03192,P000138,ACC-0170,ACC-0007,False,False,5
REQ-03193,P000353,ACC-0166,,False,False,4
REQ-03195,P000015,ACC-0267,,False,False,10
REQ-03196,P000203,ACC-0171,,False,False,4
REQ-03197,P000092,ACC-0066,,False,False,10
REQ-03198,P000344,ACC-0055,,False,False,4
REQ-03199,P000355,ACC-0112,,False,False,4
REQ-03200,P000112,ACC-0243,ACC-0112,False,False,10
REQ-03203,P000259,ACC-0206,,False,False,4
REQ-03207,P000089,ACC-0159,ACC-0167,False,False,10
REQ-03208,P000384,ACC-0161,,False,False,4
REQ-03210,P000030,ACC-0170,,False,False,10
REQ-03212,P000405,ACC-0063,,False,False,4
REQ-03213,P000119,ACC-0127,,False,False,5
REQ-03214,P000305,ACC-0156,ACC-0109,False,False,4
REQ-03215,P000078,ACC-0252,ACC-0170,False,False,5
REQ-03216,P000180,ACC-0295,,False,False,4
REQ-03217,P000267,ACC-0162,ACC-0066,False,False,5
REQ-03218,P000299,ACC-0239,,False,False,5
REQ-03219,P000424,ACC-0236,,False,False,4
REQ-03221,P000086,ACC-0165,,False,False,10
REQ-03223,P000335,ACC-0105,,False,False,4
REQ-03225,P000367,ACC-0063,ACC-0118,False,False,4
REQ-03226,P000424,ACC-0292,,False,False,4
REQ-03227,P000183,ACC-0170,,False,False,4
REQ-03228,P000188,ACC-0055,,False,False,5
REQ-03229,P000342,ACC-0175,,False,False,4
REQ-03234,P000216,ACC-0039,,False,False,4
REQ-03235,P000131,ACC-0105,,False,False,7
REQ-03236,P000187,ACC-0039,,False,False,5
REQ-03241,P000228,ACC-0253,ACC-0104,False,False,5
REQ-03242,P000309,ACC-0157,,False,False,4
REQ-03243,P000196,ACC-0244,ACC-0243,False,False,3
REQ-03244,P000383,ACC-0247,,False,False,4
REQ-03245,P000021,ACC-0118,,False,False,10
REQ-03248,P000357,ACC-0080,ACC-0182,False,False,4
REQ-03249,P000432,ACC-0162,ACC-0187,False,False,4
REQ-03250,P000415,ACC-0112,ACC-0111,False,False,4
REQ-03251,P000036,ACC-0140,,False,False,7
REQ-03252,P000267,ACC-0209,,False,False,5
REQ-03253,P000059,ACC-0094,,False,False,8
REQ-03254,P000445,ACC-0213,,False,False,4
REQ-03255,P000333,ACC-0283,,False,False,4
REQ-03258,P000415,ACC-0107,,False,False,4
REQ-03260,P000396,ACC-0167,,False,False,4
REQ-03264,P000326,ACC-0175,,False,False,4
REQ-03268,P000208,ACC-0181,ACC-0280,False,False,4
REQ-03269,P000075,ACC-0287,ACC-0153,False,False,5
REQ-03270,P000428,ACC-0282,,False,False,4
REQ-03271,P000340,ACC-0294,,False,False,4
REQ-03275,P000173,ACC-0144,ACC-0112,False,False,5
REQ-03276,P000184,ACC-0279,,False,False,4
REQ-03277,P000283,ACC-0250,,False,False,5
REQ-03279,P000015,ACC-0063,ACC-0146,False,False,10
REQ-03280,P000289,ACC-0295,,False,False,4
REQ-03281,P000026,ACC-0275,,False,False,4
REQ-03282,P000052,ACC-0183,,False,False,10
REQ-03285,P000240,ACC-0245,,False,False,5
REQ-03287,P000384,ACC-0179,ACC-0249,False,False,4
REQ-03288,P000186,ACC-0207,,False,False,4
REQ-03289,P000442,ACC-0248,ACC-0175,False,False,4
REQ-03290,P000151,ACC-0267,,False,False,9
REQ-03291,P000054,ACC-0171,ACC-0175,False,False,10
REQ-03293,P000142,ACC-0102,,False,False,10
REQ-03294,P000075,ACC-0111,ACC-0102,False,False,5
REQ-03295,P000351,ACC-0130,ACC-0147,False,False,4
REQ-03296,P000341,ACC-0138,,False,False,4
REQ-03298,P000182,ACC-0112,ACC-0251,False,False,5
REQ-03302,P000278,ACC-0190,,False,False,4
REQ-03303,P000022,ACC-0118,,False,False,10
REQ-03307,P000343,ACC-0186,,False,False,4
REQ-03308,P000013,ACC-0190,ACC-0112,False,False,10
REQ-03310,P000019,ACC-0104,ACC-0259,False,False,5
REQ-03312,P000146,ACC-0287,,False,False,6
REQ-03313,P000427,ACC-0295,,False,False,4
REQ-03315,P000034,ACC-0007,,False,False,10
REQ-03318,P000414,ACC-0066,ACC-0055,False,False,4
REQ-03319,P000178,ACC-0293,,False,False,5
REQ-03327,P000292,ACC-0249,ACC-0262,False,False,5
REQ-03328,P000206,ACC-0007,,False,False,4
REQ-03329,P000099,ACC-0251,ACC-0281,False,False,9
REQ-03330,P000434,ACC-0248,,False,False,4
REQ-03333,P000261,ACC-0251,,False,False,4
REQ-03334,P000423,ACC-0114,,False,False,4
REQ-03335,P000438,ACC-0102,ACC-0165,False,False,4
REQ-03336,P000407,ACC-0050,,False,False,4
REQ-03337,P000435,ACC-0112,,False,False,4
REQ-03339,P000368,ACC-0112,,False,False,4
REQ-03341,P000106,ACC-0094,,False,False,10
REQ-03343,P000229,ACC-0141,ACC-0267,False,False,4
REQ-03344,P000443,ACC-0107,,False,False,4
REQ-03345,P000345,ACC-0244,ACC-0170,False,False,3
REQ-03346,P000001,ACC-0256,,False,False,10
REQ-03347,P000415,ACC-0112,,False,False,4
REQ-03348,P000119,ACC-0209,,False,False,5
REQ-03349,P000194,ACC-0193,,False,False,6
REQ-03351,P000240,ACC-0288,,False,False,5
REQ-03355,P000027,ACC-0063,ACC-0055,False,False,7
REQ-03357,P000431,ACC-0280,,False,False,4
REQ-03358,P000374,ACC-0282,,False,False,4
REQ-03360,P000109,ACC-0171,,False,False,10
REQ-03362,P000113,ACC-0115,,False,False,10
REQ-03365,P000409,ACC-0104,,False,False,4
REQ-03366,P000134,ACC-0179,,False,False,5
REQ-03367,P000143,ACC-0292,ACC-0171,False,False,10
REQ-03371,P000022,ACC-0212,ACC-0129,False,False,10
REQ-03372,P000215,ACC-0184,,False,False,4
REQ-03374,P000271,ACC-0104,,False,False,4
REQ-03375,P000209,ACC-0155,ACC-0248,False,False,4
REQ-03377,P000013,ACC-0039,,True,True,10
REQ-03378,P000020,ACC-0188,,False,False,5
REQ-03380,P000356,ACC-0292,ACC-0179,False,False,4
REQ-03382,P000361,ACC-0131,,False,False,4
REQ-03383,P000350,ACC-0105,,False,False,4
REQ-03385,P000233,ACC-0171,,False,False,5
REQ-03386,P000088,ACC-0165,,False,False,10
REQ-03387,P000102,ACC-0222,,False,False,10
REQ-03391,P000374,ACC-0050,,False,False,4
REQ-03392,P000315,ACC-0118,,False,False,4
REQ-03393,P000339,ACC-0299,,False,False,4
REQ-03395,P000069,ACC-0004,,False,False,10
REQ-03396,P000232,ACC-0170,,False,False,5
REQ-03397,P000299,ACC-0149,,False,False,5
REQ-03402,P000069,ACC-0295,,False,False,10
REQ-03407,P000158,ACC-0185,,False,False,7
REQ-03409,P000033,ACC-0222,,False,False,9
REQ-03410,P000180,ACC-0206,,False,False,4
REQ-03411,P000325,ACC-0164,,False,False,4
REQ-03412,P000446,ACC-0170,ACC-0254,False,False,4
REQ-03416,P000343,ACC-0207,,False,False,4
REQ-03417,P000346,ACC-0095,ACC-0107,True,True,4
REQ-03418,P000433,ACC-0178,ACC-0281,False,False,4
REQ-03419,P000449,ACC-0050,ACC-0279,False,False,4
REQ-03420,P000070,ACC-0102,ACC-0161,False,False,10
REQ-03421,P000346,ACC-0199,,False,False,4
REQ-03423,P000205,ACC-0184,,False,False,4
REQ-03425,P000114,ACC-0112,ACC-0280,False,False,10
REQ-03426,P000124,ACC-0055,ACC-0023,False,False,8
REQ-03427,P000269,ACC-0160,,False,False,4
REQ-03429,P000343,ACC-0282,,False,False,4
REQ-03431,P000287,ACC-0122,,False,False,4
REQ-03432,P000372,ACC-0118,,False,False,4
REQ-03436,P000190,ACC-0279,ACC-0179,False,False,5
REQ-03439,P000326,ACC-0058,,False,False,4
REQ-03440,P000140,ACC-0063,,False,False,5
REQ-03441,P000416,ACC-0134,,False,False,4
REQ-03442,P000380,ACC-0249,,False,False,4
REQ-03448,P000442,ACC-0213,,False,False,4
REQ-03449,P000132,ACC-0156,,False,False,10
REQ-03450,P000418,ACC-0248,ACC-0118,False,False,4
REQ-03451,P000332,ACC-0183,ACC-0141,False,False,4
REQ-03452,P000104,ACC-0171,,False,False,10
REQ-03456,P000368,ACC-0095,,True,True,4
REQ-03458,P000447,ACC-0159,,False,False,4
REQ-03462,P000027,ACC-0112,,False,False,7
REQ-03463,P000314,ACC-0134,,False,False,4
REQ-03466,P000154,ACC-0134,,False,False,10
REQ-03467,P000038,ACC-0179,,False,False,10
REQ-03469,P000285,ACC-0039,,False,False,4
REQ-03470,P000107,ACC-0022,ACC-0164,True,True,10
REQ-03476,P000212,ACC-0146,ACC-0285,False,False,5
REQ-03481,P000277,ACC-0210,ACC-0155,False,False,4
REQ-03482,P000060,ACC-0112,,False,False,10
REQ-03483,P000448,ACC-0050,ACC-0185,False,False,4
REQ-03485,P000335,ACC-0080,,False,False,4
REQ-03486,P000137,ACC-0116,ACC-0149,False,False,7
REQ-03487,P000130,ACC-0121,,False,False,6
REQ-03488,P000227,ACC-0128,ACC-0227,False,False,5
REQ-03492,P000356,ACC-0123,,False,False,4
REQ-03493,P000361,ACC-0233,,False,False,4
REQ-03497,P000140,ACC-0281,,False,False,5
REQ-03498,P000042,ACC-0121,,False,False,8
REQ-03499,P000212,ACC-0169,ACC-0233,False,False,5
REQ-03500,P000254,ACC-0131,,False,False,4
REQ-03502,P000383,ACC-0168,ACC-0295,False,False,4
REQ-03503,P000228,ACC-0207,,False,False,5
REQ-03505,P000135,ACC-0120,,False,False,10
REQ-03506,P000247,ACC-0153,,False,False,4
REQ-03508,P000027,ACC-0066,ACC-0265,False,False,7
REQ-03509,P000035,ACC-0148,ACC-0140,False,False,8
REQ-03510,P000376,ACC-0118,,False,False,4
REQ-03513,P000056,ACC-0102,ACC-0174,False,False,10
REQ-03514,P000277,ACC-0007,ACC-0283,False,False,4
REQ-03515,P000146,ACC-0169,ACC-0112,False,False,6
REQ-03519,P000322,ACC-0129,,False,False,4
REQ-03521,P000051,ACC-0250,ACC-0206,False,False,9
REQ-03522,P000400,ACC-0231,ACC-0280,False,False,4
REQ-03523,P000045,ACC-0105,,False,False,8
REQ-03525,P000385,ACC-0127,ACC-0254,False,False,4
REQ-03528,P000225,ACC-0193,,False,False,5
REQ-03529,P000130,ACC-0034,ACC-0170,False,False,6
REQ-03530,P000307,ACC-0177,ACC-0128,False,False,4
REQ-03531,P000430,ACC-0248,ACC-0146,False,False,4
REQ-03532,P000072,ACC-0139,,False,False,10
REQ-03535,P000388,ACC-0112,ACC-0144,False,False,4
REQ-03536,P000190,ACC-0184,,False,False,5
REQ-03538,P000377,ACC-0214,ACC-0168,False,False,4
REQ-03543,P000254,ACC-0125,,False,False,4
REQ-03546,P000339,ACC-0146,,False,False,4
REQ-03547,P000431,ACC-0164,,False,False,4
REQ-03549,P000218,ACC-0102,ACC-0112,False,False,5
REQ-03551,P000430,ACC-0247,ACC-0182,False,False,4
REQ-03552,P000238,ACC-0187,,False,False,5
