note_id,note_name,normalized_note_name,in_rule,in_real,rule_volume,real_volume,status
NOTE-0069,Brown sugar,brown_sugar,False,True,0,2,REAL_ONLY
NOTE-0070,Bulgarian Rose,bulgarian_rose,False,True,0,7,REAL_ONLY
NOTE-0071,Bulrush,bulrush,False,True,0,2,REAL_ONLY
NOTE-0072,Burnt Match,burnt_match,False,True,0,1,REAL_ONLY
NOTE-0073,Cacao,cacao,False,True,0,9,REAL_ONLY
NOTE-0074,Cacao Pod,cacao_pod,False,True,0,4,REAL_ONLY
NOTE-0076,Calabrian Bergamot,calabrian_bergamot,False,True,0,9,REAL_ONLY
NOTE-0077,Calamansi,calamansi,False,True,0,1,REAL_ONLY
NOTE-0078,Cappuccino,cappuccino,False,True,0,1,REAL_ONLY
NOTE-0079,Caramel,caramel,False,True,0,9,REAL_ONLY
NOTE-0080,Caraway,caraway,False,True,0,9,REAL_ONLY
NOTE-0081,Cardamom,cardamom,False,True,0,63,REAL_ONLY
NOTE-0082,Cardamon,cardamon,False,True,0,3,REAL_ONLY
NOTE-0083,Carnation,carnation,False,True,0,10,REAL_ONLY
NOTE-0084,Carrot,carrot,False,True,0,2,REAL_ONLY
NOTE-0085,Carrot Seeds,carrot_seeds,False,True,0,1,REAL_ONLY
NOTE-0086,Cascarilla,cascarilla,False,True,0,1,REAL_ONLY
NOTE-0088,Cashmere Wood,cashmere_wood,False,True,0,6,REAL_ONLY
NOTE-0089,Cassis,cassis,False,True,0,3,REAL_ONLY
NOTE-0090,Castoreum,castoreum,False,True,0,5,REAL_ONLY
NOTE-0091,Cedar,cedar,False,True,0,105,REAL_ONLY
NOTE-0092,Cedar Leaf,cedar_leaf,False,True,0,1,REAL_ONLY
NOTE-0093,Cedar Shavings,cedar_shavings,False,True,0,1,REAL_ONLY
NOTE-0095,Celery Seeds,celery_seeds,False,True,0,1,REAL_ONLY
NOTE-0096,Ceylon Cinnamon,ceylon_cinnamon,False,True,0,1,REAL_ONLY
NOTE-0097,Chamomile,chamomile,False,True,0,2,REAL_ONLY
NOTE-0098,Champagne,champagne,False,True,0,1,REAL_ONLY
NOTE-0099,Chestnut,chestnut,False,True,0,3,REAL_ONLY
NOTE-0100,Chilli,chilli,False,True,0,1,REAL_ONLY
NOTE-0101,Chilli Accord,chilli_accord,False,True,0,1,REAL_ONLY
NOTE-0102,Chinotto,chinotto,False,True,0,1,REAL_ONLY
NOTE-0103,Chocolate,chocolate,False,True,0,1,REAL_ONLY
NOTE-0104,Cinnamon,cinnamon,False,True,0,56,REAL_ONLY
NOTE-0105,Cinnamon Leaf,cinnamon_leaf,False,True,0,2,REAL_ONLY
NOTE-0106,Cistus,cistus,False,True,0,1,REAL_ONLY
NOTE-0107,Cistus Labdanum,cistus_labdanum,False,True,0,1,REAL_ONLY
NOTE-0108,Citron,citron,False,True,0,3,REAL_ONLY
NOTE-0109,Citrus,citrus,False,True,0,2,REAL_ONLY
NOTE-0110,Citrus Notes,citrus_notes,False,True,0,2,REAL_ONLY
NOTE-0111,Citrus Nuances,citrus_nuances,False,True,0,1,REAL_ONLY
NOTE-0112,Citruses,citruses,False,True,0,4,REAL_ONLY
NOTE-0113,citruses with sugar,citruses_with_sugar,False,True,0,2,REAL_ONLY
NOTE-0114,Citrusy Sparkles,citrusy_sparkles,False,True,0,1,REAL_ONLY
NOTE-0115,Civet,civet,False,True,0,6,REAL_ONLY
NOTE-0117,Clean Musk,clean_musk,False,True,0,1,REAL_ONLY
NOTE-0118,Clementine,clementine,False,True,0,2,REAL_ONLY
NOTE-0119,Clove,clove,False,True,0,11,REAL_ONLY
NOTE-0120,Clover,clover,False,True,0,1,REAL_ONLY
NOTE-0121,Cloves,cloves,False,True,0,4,REAL_ONLY
NOTE-0122,Coal,coal,False,True,0,1,REAL_ONLY
NOTE-0123,Cocoa,cocoa,False,True,0,2,REAL_ONLY
NOTE-0124,Coconut,coconut,False,True,0,6,REAL_ONLY
NOTE-0125,Coconut Blossom,coconut_blossom,False,True,0,1,REAL_ONLY
NOTE-0126,Coconut Milk,coconut_milk,False,True,0,1,REAL_ONLY
NOTE-0127,Coffee,coffee,False,True,0,11,REAL_ONLY
NOTE-0128,Cognac,cognac,False,True,0,1,REAL_ONLY
NOTE-0129,Cool Mint,cool_mint,False,True,0,1,REAL_ONLY
NOTE-0130,Coriander,coriander,False,True,0,26,REAL_ONLY
NOTE-0131,Coriander Leaf,coriander_leaf,False,True,0,2,REAL_ONLY
NOTE-0132,Cotton Candy,cotton_candy,False,True,0,1,REAL_ONLY
NOTE-0133,Cotton Flower,cotton_flower,False,True,0,1,REAL_ONLY
NOTE-0135,Cranberry,cranberry,False,True,0,1,REAL_ONLY
NOTE-0136,Cucumber,cucumber,False,True,0,1,REAL_ONLY
NOTE-0137,Cumin,cumin,False,True,0,11,REAL_ONLY
NOTE-0138,Cyclamen,cyclamen,False,True,0,2,REAL_ONLY
NOTE-0139,Cypress,cypress,False,True,0,21,REAL_ONLY
NOTE-0141,Cypriol Oil or Nagarmotha,cypriol_oil_or_nagarmotha,False,True,0,3,REAL_ONLY
NOTE-0142,Damask Rose,damask_rose,False,True,0,1,REAL_ONLY
NOTE-0143,Darjeeling Tea,darjeeling_tea,False,True,0,1,REAL_ONLY
NOTE-0144,Dark Berries,dark_berries,False,True,0,1,REAL_ONLY
NOTE-0145,Dates,dates,False,True,0,1,REAL_ONLY
NOTE-0146,Dried Fruits,dried_fruits,False,True,0,5,REAL_ONLY
NOTE-0147,Dried Plum,dried_plum,False,True,0,1,REAL_ONLY
NOTE-0148,Driftwood,driftwood,False,True,0,2,REAL_ONLY
NOTE-0149,Dry Woods,dry_woods,False,True,0,1,REAL_ONLY
NOTE-0150,Ebony,ebony,False,True,0,1,REAL_ONLY
NOTE-0151,Ebony Wood,ebony_wood,False,True,0,1,REAL_ONLY
NOTE-0152,Egyptian Jasmine,egyptian_jasmine,False,True,0,3,REAL_ONLY
NOTE-0153,Egyptian Pelargonium,egyptian_pelargonium,False,True,0,1,REAL_ONLY
NOTE-0154,Elemi,elemi,False,True,0,2,REAL_ONLY
NOTE-0156,Fennel,fennel,False,True,0,1,REAL_ONLY
NOTE-0157,Fig,fig,False,True,0,4,REAL_ONLY
NOTE-0158,Fig Leaf,fig_leaf,False,True,0,4,REAL_ONLY
NOTE-0159,Fir,fir,False,True,0,6,REAL_ONLY
NOTE-0160,Fir Needles,fir_needles,False,True,0,1,REAL_ONLY
NOTE-0161,Flax,flax,False,True,0,1,REAL_ONLY
NOTE-0162,Flint,flint,False,True,0,1,REAL_ONLY
NOTE-0163,Floral Notes,floral_notes,False,True,0,5,REAL_ONLY
NOTE-0164,Frangipani,frangipani,False,True,0,2,REAL_ONLY
NOTE-0165,Frankincense,frankincense,False,True,0,9,REAL_ONLY
NOTE-0167,Fruit,fruit,False,True,0,1,REAL_ONLY
NOTE-0168,Fruity Notes,fruity_notes,False,True,0,4,REAL_ONLY
NOTE-0170,Gardenia,gardenia,False,True,0,5,REAL_ONLY
NOTE-0171,Geranium,geranium,False,True,0,33,REAL_ONLY
NOTE-0172,Ginger,ginger,False,True,0,31,REAL_ONLY
NOTE-0173,Goldenwood,goldenwood,False,True,0,1,REAL_ONLY
NOTE-0174,Grape,grape,False,True,0,1,REAL_ONLY
NOTE-0176,Grapefruit Blossom,grapefruit_blossom,False,True,0,1,REAL_ONLY
NOTE-0177,Grass,grass,False,True,0,2,REAL_ONLY
NOTE-0178,Grasse Rose,grasse_rose,False,True,0,1,REAL_ONLY
NOTE-0179,Green Accord,green_accord,False,True,0,1,REAL_ONLY
NOTE-0181,Green Leaves,green_leaves,False,True,0,4,REAL_ONLY
NOTE-0182,Green Mandarin,green_mandarin,False,True,0,4,REAL_ONLY
NOTE-0183,Green Mango,green_mango,False,True,0,3,REAL_ONLY
NOTE-0184,Green Notes,green_notes,False,True,0,13,REAL_ONLY
NOTE-0185,Green Tea,green_tea,False,True,0,6,REAL_ONLY
NOTE-0186,Grey Amber,grey_amber,False,True,0,2,REAL_ONLY
NOTE-0188,Haitian Vetiver,haitian_vetiver,False,True,0,6,REAL_ONLY
NOTE-0189,Hawthorn,hawthorn,False,True,0,1,REAL_ONLY
NOTE-0190,Hay,hay,False,True,0,1,REAL_ONLY
NOTE-0191,Hazelnut,hazelnut,False,True,0,1,REAL_ONLY
NOTE-0192,Hedgerow Florals,hedgerow_florals,False,True,0,1,REAL_ONLY
NOTE-0195,Herbs,herbs,False,True,0,5,REAL_ONLY
NOTE-0196,Hiacynth,hiacynth,False,True,0,2,REAL_ONLY
NOTE-0197,Honey,honey,False,True,0,10,REAL_ONLY
NOTE-0198,Honeysuckle,honeysuckle,False,True,0,2,REAL_ONLY
NOTE-0199,Hyacinth,hyacinth,False,True,0,1,REAL_ONLY
NOTE-0200,Immortelle,immortelle,False,True,0,3,REAL_ONLY
NOTE-0201,Incense,incense,False,True,0,58,REAL_ONLY
NOTE-0202,Indian Tuberose,indian_tuberose,False,True,0,1,REAL_ONLY
NOTE-0203,Indonesian Patchouli Leaf,indonesian_patchouli_leaf,False,True,0,3,REAL_ONLY
NOTE-0206,Italian Mandarin,italian_mandarin,False,True,0,1,REAL_ONLY
NOTE-0207,Italian Orange,italian_orange,False,True,0,1,REAL_ONLY
NOTE-0208,Ivy,ivy,False,True,0,2,REAL_ONLY
NOTE-0210,Jasmine Egypt Infusion,jasmine_egypt_infusion,False,True,0,1,REAL_ONLY
NOTE-0211,Jasmine Sambac,jasmine_sambac,False,True,0,8,REAL_ONLY
NOTE-0212,Jasmine Tea,jasmine_tea,False,True,0,1,REAL_ONLY
NOTE-0213,Java vetiver oil,java_vetiver_oil,False,True,0,1,REAL_ONLY
NOTE-0214,Juniper,juniper,False,True,0,11,REAL_ONLY
NOTE-0215,Juniper Berries,juniper_berries,False,True,0,9,REAL_ONLY
NOTE-0216,Kiwi,kiwi,False,True,0,1,REAL_ONLY
NOTE-0217,Kulfi,kulfi,False,True,0,2,REAL_ONLY
NOTE-0218,Kulfi Accord,kulfi_accord,False,True,0,1,REAL_ONLY
NOTE-0219,Kumquat,kumquat,False,True,0,1,REAL_ONLY
NOTE-0221,Lavandin,lavandin,False,True,0,1,REAL_ONLY
NOTE-0223,Leather,leather,False,True,0,87,REAL_ONLY
NOTE-0224,Leather Accord,leather_accord,False,True,0,2,REAL_ONLY
NOTE-0226,Lemon Verbena,lemon_verbena,False,True,0,3,REAL_ONLY
NOTE-0227,Lemon Zest,lemon_zest,False,True,0,2,REAL_ONLY
NOTE-0228,Lentisque,lentisque,False,True,0,1,REAL_ONLY
NOTE-0229,Licorice,licorice,False,True,0,3,REAL_ONLY
NOTE-0230,Light Woods,light_woods,False,True,0,1,REAL_ONLY
NOTE-0231,Lilac,lilac,False,True,0,1,REAL_ONLY
NOTE-0232,Lily,lily,False,True,0,2,REAL_ONLY
NOTE-0234,Lime,lime,False,True,0,11,REAL_ONLY
NOTE-0235,Limoncello,limoncello,False,True,0,1,REAL_ONLY
NOTE-0236,Liquor,liquor,False,True,0,1,REAL_ONLY
NOTE-0237,Liquor Accord,liquor_accord,False,True,0,1,REAL_ONLY
NOTE-0238,Litchi,litchi,False,True,0,5,REAL_ONLY
NOTE-0239,Lorenox,lorenox,False,True,0,1,REAL_ONLY
NOTE-0240,Lotus,lotus,False,True,0,4,REAL_ONLY
NOTE-0241,Lotus Wood,lotus_wood,False,True,0,1,REAL_ONLY
NOTE-0242,Mace,mace,False,True,0,2,REAL_ONLY
NOTE-0243,Madagascar Pepper,madagascar_pepper,False,True,0,2,REAL_ONLY
NOTE-0244,Madagascar Vanilla,madagascar_vanilla,False,True,0,2,REAL_ONLY
NOTE-0245,Magnolia,magnolia,False,True,0,4,REAL_ONLY
NOTE-0246,Mandarin,mandarin,False,True,0,9,REAL_ONLY
NOTE-0247,Mandarin Leaf,mandarin_leaf,False,True,0,2,REAL_ONLY
NOTE-0248,Mandarin Orange,mandarin_orange,False,True,0,24,REAL_ONLY
NOTE-0249,Marine Notes,marine_notes,False,True,0,2,REAL_ONLY
NOTE-0250,Marjoram,marjoram,False,True,0,1,REAL_ONLY
NOTE-0251,Marshmallow,marshmallow,False,True,0,1,REAL_ONLY
NOTE-0252,Mastic,mastic,False,True,0,2,REAL_ONLY
NOTE-0253,Mastic or Lentisque,mastic_or_lentisque,False,True,0,2,REAL_ONLY
NOTE-0254,Mate,mate,False,True,0,2,REAL_ONLY
NOTE-0255,May Rose,may_rose,False,True,0,2,REAL_ONLY
NOTE-0256,Melon,melon,False,True,0,6,REAL_ONLY
NOTE-0257,Metallic notes,metallic_notes,False,True,0,2,REAL_ONLY
NOTE-0258,Mexican chocolate,mexican_chocolate,False,True,0,1,REAL_ONLY
NOTE-0259,Mignonette,mignonette,False,True,0,1,REAL_ONLY
NOTE-0260,Milk,milk,False,True,0,2,REAL_ONLY
NOTE-0261,Milk Chocolate,milk_chocolate,False,True,0,1,REAL_ONLY
NOTE-0262,Mimosa,mimosa,False,True,0,7,REAL_ONLY
NOTE-0263,Mineral Notes,mineral_notes,False,True,0,1,REAL_ONLY
NOTE-0264,Mint,mint,False,True,0,24,REAL_ONLY
NOTE-0265,Mixed Spices,mixed_spices,False,True,0,1,REAL_ONLY
NOTE-0266,Mojito,mojito,False,True,0,1,REAL_ONLY
NOTE-0267,Moroccan Jasmine,moroccan_jasmine,False,True,0,1,REAL_ONLY
NOTE-0268,Moss,moss,False,True,0,16,REAL_ONLY
NOTE-0270,Myrhh,myrhh,False,True,0,2,REAL_ONLY
NOTE-0271,Myrrh,myrrh,False,True,0,24,REAL_ONLY
NOTE-0272,Myrtle,myrtle,False,True,0,5,REAL_ONLY
NOTE-0273,Mysore Sandalwood,mysore_sandalwood,False,True,0,1,REAL_ONLY
NOTE-0274,Narcissus,narcissus,False,True,0,5,REAL_ONLY
NOTE-0275,Neroli,neroli,False,True,0,34,REAL_ONLY
NOTE-0276,Night blooming Cereus,night_blooming_cereus,False,True,0,1,REAL_ONLY
NOTE-0277,Nutmeg,nutmeg,False,True,0,35,REAL_ONLY
NOTE-0278,Oak,oak,False,True,0,1,REAL_ONLY
NOTE-0279,oak moss,oak_moss,False,True,0,2,REAL_ONLY
NOTE-0280,Oakmoss,oakmoss,False,True,0,47,REAL_ONLY
NOTE-0281,Olibanum,olibanum,False,True,0,10,REAL_ONLY
NOTE-0282,Olive Tree,olive_tree,False,True,0,4,REAL_ONLY
NOTE-0283,Opopanax,opopanax,False,True,0,3,REAL_ONLY
NOTE-0285,Orange,orange,False,True,0,14,REAL_ONLY
NOTE-0286,Orange Blossom,orange_blossom,False,True,0,36,REAL_ONLY
NOTE-0287,Orange Flower,orange_flower,False,True,0,1,REAL_ONLY
NOTE-0288,Orange Honey,orange_honey,False,True,0,1,REAL_ONLY
NOTE-0289,Orange Peel,orange_peel,False,True,0,2,REAL_ONLY
NOTE-0290,Orchid,orchid,False,True,0,6,REAL_ONLY
NOTE-0291,Oregano,oregano,False,True,0,4,REAL_ONLY
NOTE-0292,Orris,orris,False,True,0,3,REAL_ONLY
NOTE-0293,Orris Root,orris_root,False,True,0,5,REAL_ONLY
NOTE-0294,Osmanthus,osmanthus,False,True,0,6,REAL_ONLY
NOTE-0295,Oud,oud,False,True,0,57,REAL_ONLY
NOTE-0297,Ozonic Notes,ozonic_notes,False,True,0,1,REAL_ONLY
NOTE-0298,Papaya,papaya,False,True,0,1,REAL_ONLY
NOTE-0299,Paprika,paprika,False,True,0,1,REAL_ONLY
NOTE-0300,Papyrus,papyrus,False,True,0,6,REAL_ONLY
NOTE-0301,Patchouli,patchouli,False,True,0,157,REAL_ONLY
NOTE-0302,Peach,peach,False,True,0,7,REAL_ONLY
NOTE-0304,Pear Blossom,pear_blossom,False,True,0,1,REAL_ONLY
NOTE-0305,Pelargonium,pelargonium,False,True,0,2,REAL_ONLY
NOTE-0307,Pepper,pepper,False,True,0,23,REAL_ONLY
NOTE-0308,Pepperwood,pepperwood,False,True,0,1,REAL_ONLY
NOTE-0310,Petalia,petalia,False,True,0,1,REAL_ONLY
NOTE-0311,Petitgrain,petitgrain,False,True,0,11,REAL_ONLY
NOTE-0312,Pimento,pimento,False,True,0,7,REAL_ONLY
NOTE-0313,Pimento Berry,pimento_berry,False,True,0,1,REAL_ONLY
NOTE-0314,Pine,pine,False,True,0,4,REAL_ONLY
NOTE-0315,Pine Needles,pine_needles,False,True,0,1,REAL_ONLY
NOTE-0316,Pine Resin,pine_resin,False,True,0,2,REAL_ONLY
NOTE-0317,Pine Tree,pine_tree,False,True,0,1,REAL_ONLY
NOTE-0318,Pineapple,pineapple,False,True,0,7,REAL_ONLY
NOTE-0320,Plum,plum,False,True,0,6,REAL_ONLY
NOTE-0321,Pomegranate,pomegranate,False,True,0,1,REAL_ONLY
NOTE-0322,Powdery Notes,powdery_notes,False,True,0,1,REAL_ONLY
NOTE-0323,Praline,praline,False,True,0,1,REAL_ONLY
NOTE-0324,Precious Woods,precious_woods,False,True,0,1,REAL_ONLY
NOTE-0325,Pure Oud,pure_oud,False,True,0,2,REAL_ONLY
NOTE-0326,Rangoon Creeper,rangoon_creeper,False,True,0,1,REAL_ONLY
NOTE-0328,Red Apple,red_apple,False,True,0,1,REAL_ONLY
NOTE-0329,Red Berries,red_berries,False,True,0,2,REAL_ONLY
NOTE-0330,Red Fruits,red_fruits,False,True,0,1,REAL_ONLY
NOTE-0331,Red Lily,red_lily,False,True,0,1,REAL_ONLY
NOTE-0332,Red Pepper,red_pepper,False,True,0,1,REAL_ONLY
NOTE-0333,Red Pepper Berries,red_pepper_berries,False,True,0,1,REAL_ONLY
NOTE-0334,Resin,resin,False,True,0,1,REAL_ONLY
NOTE-0335,Resins,resins,False,True,0,7,REAL_ONLY
NOTE-0336,Rhubarb,rhubarb,False,True,0,3,REAL_ONLY
NOTE-0337,Rhuburb,rhuburb,False,True,0,1,REAL_ONLY
NOTE-0339,Rose Centifolia,rose_centifolia,False,True,0,1,REAL_ONLY
NOTE-0340,Rose de Mai,rose_de_mai,False,True,0,2,REAL_ONLY
NOTE-0341,Rose Geranium Leaf,rose_geranium_leaf,False,True,0,1,REAL_ONLY
NOTE-0342,Rose Oil,rose_oil,False,True,0,1,REAL_ONLY
NOTE-0343,Rose Petals,rose_petals,False,True,0,1,REAL_ONLY
NOTE-0345,Rosewood,rosewood,False,True,0,4,REAL_ONLY
NOTE-0346,Rum,rum,False,True,0,12,REAL_ONLY
NOTE-0347,Rum Accord,rum_accord,False,True,0,1,REAL_ONLY
NOTE-0348,Russian Tea,russian_tea,False,True,0,1,REAL_ONLY
NOTE-0350,Sage,sage,False,True,0,25,REAL_ONLY
NOTE-0351,Salt,salt,False,True,0,4,REAL_ONLY
NOTE-0352,Sand,sand,False,True,0,3,REAL_ONLY
NOTE-0353,Sandalowood,sandalowood,False,True,0,1,REAL_ONLY
NOTE-0355,Sea Notes,sea_notes,False,True,0,4,REAL_ONLY
NOTE-0356,Sea Salt,sea_salt,False,True,0,5,REAL_ONLY
NOTE-0357,Sea Salt Accord,sea_salt_accord,False,True,0,1,REAL_ONLY
NOTE-0358,Sea Spray Accord,sea_spray_accord,False,True,0,1,REAL_ONLY
NOTE-0359,Sea water,sea_water,False,True,0,3,REAL_ONLY
NOTE-0360,Seaweed,seaweed,False,True,0,6,REAL_ONLY
NOTE-0361,Seaweed Accord,seaweed_accord,False,True,0,1,REAL_ONLY
NOTE-0362,Sesame,sesame,False,True,0,1,REAL_ONLY
NOTE-0363,Siam Benzoin,siam_benzoin,False,True,0,1,REAL_ONLY
NOTE-0364,Sichuan Pepper,sichuan_pepper,False,True,0,3,REAL_ONLY
NOTE-0365,Sicilian Lemon,sicilian_lemon,False,True,0,3,REAL_ONLY
NOTE-0366,Sicilian Orange,sicilian_orange,False,True,0,1,REAL_ONLY
NOTE-0367,Silk Tree blossom,silk_tree_blossom,False,True,0,1,REAL_ONLY
NOTE-0368,Smoke,smoke,False,True,0,1,REAL_ONLY
NOTE-0369,Soft Woods,soft_woods,False,True,0,5,REAL_ONLY
NOTE-0370,Soil Tincture,soil_tincture,False,True,0,3,REAL_ONLY
NOTE-0371,Spice,spice,False,True,0,1,REAL_ONLY
NOTE-0372,Spices,spices,False,True,0,33,REAL_ONLY
NOTE-0373,Spicy Notes,spicy_notes,False,True,0,3,REAL_ONLY
NOTE-0374,Star Anise,star_anise,False,True,0,7,REAL_ONLY
NOTE-0376,Styrax,styrax,False,True,0,3,REAL_ONLY
NOTE-0377,Suede,suede,False,True,0,10,REAL_ONLY
NOTE-0378,Suede Accord,suede_accord,False,True,0,1,REAL_ONLY
NOTE-0379,Sugar,sugar,False,True,0,4,REAL_ONLY
NOTE-0380,Sweet Orange,sweet_orange,False,True,0,1,REAL_ONLY
NOTE-0381,Sweet Pea,sweet_pea,False,True,0,1,REAL_ONLY
NOTE-0382,Tahitian Vetiver,tahitian_vetiver,False,True,0,1,REAL_ONLY
NOTE-0383,Tangerine,tangerine,False,True,0,5,REAL_ONLY
NOTE-0384,Tarragon,tarragon,False,True,0,7,REAL_ONLY
NOTE-0385,Tea,tea,False,True,0,7,REAL_ONLY
NOTE-0386,Terrae Accord,terrae_accord,False,True,0,1,REAL_ONLY
NOTE-0387,Texas Cedar,texas_cedar,False,True,0,1,REAL_ONLY
NOTE-0388,Thyme,thyme,False,True,0,7,REAL_ONLY
NOTE-0389,Tiare Flower,tiare_flower,False,True,0,1,REAL_ONLY
NOTE-0390,Tobacco,tobacco,False,True,0,28,REAL_ONLY
NOTE-0391,Tobacco Blossom,tobacco_blossom,False,True,0,3,REAL_ONLY
NOTE-0392,Tobacco Leaf,tobacco_leaf,False,True,0,8,REAL_ONLY
NOTE-0393,Toffee,toffee,False,True,0,4,REAL_ONLY
NOTE-0394,Toffee Accord,toffee_accord,False,True,0,1,REAL_ONLY
NOTE-0396,Tomato,tomato,False,True,0,2,REAL_ONLY
NOTE-0397,Tomato Leaf,tomato_leaf,False,True,0,3,REAL_ONLY
NOTE-0398,Tonka,tonka,False,True,0,6,REAL_ONLY
NOTE-0400,Tropical Fruits,tropical_fruits,False,True,0,1,REAL_ONLY
NOTE-0401,Truffle,truffle,False,True,0,2,REAL_ONLY
NOTE-0402,Tuberose,tuberose,False,True,0,15,REAL_ONLY
NOTE-0403,Tunisian Neroli,tunisian_neroli,False,True,0,1,REAL_ONLY
NOTE-0404,Tunisian Orange Blossom,tunisian_orange_blossom,False,True,0,1,REAL_ONLY
NOTE-0405,Turkish Coffee Accord,turkish_coffee_accord,False,True,0,1,REAL_ONLY
NOTE-0406,Turkish Rose,turkish_rose,False,True,0,6,REAL_ONLY
NOTE-0409,Vanilla Bean,vanilla_bean,False,True,0,2,REAL_ONLY
NOTE-0410,Vanilla Flower,vanilla_flower,False,True,0,1,REAL_ONLY
NOTE-0411,Vanilla‑like Woods,vanilla_like_woods,False,True,0,1,REAL_ONLY
NOTE-0412,Vanilla Orchid,vanilla_orchid,False,True,0,1,REAL_ONLY
NOTE-0413,Vanille,vanille,False,True,0,3,REAL_ONLY
NOTE-0414,Verbena,verbena,False,True,0,3,REAL_ONLY
NOTE-0415,Vervain,vervain,False,True,0,1,REAL_ONLY
NOTE-0416,Vetiver,vetiver,False,True,0,142,REAL_ONLY
NOTE-0417,Vetyver,vetyver,False,True,0,1,REAL_ONLY
NOTE-0419,Violet Accord,violet_accord,False,True,0,1,REAL_ONLY
NOTE-0421,Violet Leaves,violet_leaves,False,True,0,1,REAL_ONLY
NOTE-0422,Virginia Cedar,virginia_cedar,False,True,0,8,REAL_ONLY
NOTE-0423,Vodka,vodka,False,True,0,1,REAL_ONLY
NOTE-0424,Water Lily,water_lily,False,True,0,1,REAL_ONLY
NOTE-0425,Water Notes,water_notes,False,True,0,3,REAL_ONLY
NOTE-0426,Watery Notes,watery_notes,False,True,0,3,REAL_ONLY
NOTE-0427,Whiskey,whiskey,False,True,0,2,REAL_ONLY
NOTE-0428,Whiskey Accord,whiskey_accord,False,True,0,2,REAL_ONLY
NOTE-0429,Whisky Accord,whisky_accord,False,True,0,1,REAL_ONLY
NOTE-0430,White Amber,white_amber,False,True,0,1,REAL_ONLY
NOTE-0431,White Florals,white_florals,False,True,0,1,REAL_ONLY
NOTE-0432,White Flowers,white_flowers,False,True,0,1,REAL_ONLY
NOTE-0433,White Honey,white_honey,False,True,0,2,REAL_ONLY
NOTE-0435,White Musks,white_musks,False,True,0,1,REAL_ONLY
NOTE-0436,White Pepper,white_pepper,False,True,0,3,REAL_ONLY
NOTE-0437,White Woods,white_woods,False,True,0,1,REAL_ONLY
NOTE-0438,Wild Herbs,wild_herbs,False,True,0,1,REAL_ONLY
NOTE-0439,Wildflowers,wildflowers,False,True,0,1,REAL_ONLY
NOTE-0440,Wood,wood,False,True,0,1,REAL_ONLY
NOTE-0441,Woods,woods,False,True,0,21,REAL_ONLY
NOTE-0442,Woodsy Notes,woodsy_notes,False,True,0,5,REAL_ONLY
NOTE-0443,Woody Notes,woody_notes,False,True,0,23,REAL_ONLY
NOTE-0444,Wormwood,wormwood,False,True,0,1,REAL_ONLY
NOTE-0445,Ylang-Ylang,ylang_ylang,False,True,0,13,REAL_ONLY
NOTE-0446,Yuzu,yuzu,False,True,0,1,REAL_ONLY
NOTE-0447,Lavender Absolute,lavender_absolute,True,False,4,0,RULE_ONLY
NOTE-0448,Lavandin Oil,lavandin_oil,True,False,2,0,RULE_ONLY
NOTE-0449,Bergamot Oil,bergamot_oil,True,False,21,0,RULE_ONLY
NOTE-0450,Geranium Oil,geranium_oil,True,False,7,0,RULE_ONLY
NOTE-0451,Clary Sage Oil,clary_sage_oil,True,False,5,0,RULE_ONLY
NOTE-0452,Oakmoss Absolute,oakmoss_absolute,True,False,19,0,RULE_ONLY
NOTE-0453,Vetiver Haiti,vetiver_haiti,True,False,28,0,RULE_ONLY
NOTE-0454,Cedarwood Atlas,cedarwood_atlas,True,False,14,0,RULE_ONLY
NOTE-0455,Labdanum Absolute,labdanum_absolute,True,False,73,0,RULE_ONLY
NOTE-0456,Vanillin,vanillin,True,False,47,0,RULE_ONLY
NOTE-0457,Benzoin Siam,benzoin_siam,True,False,20,0,RULE_ONLY
NOTE-0458,Patchouli Alcohol,patchouli_alcohol,True,False,15,0,RULE_ONLY
NOTE-0459,Cedarwood Virginia,cedarwood_virginia,True,False,9,0,RULE_ONLY
NOTE-0460,Vetiveryl Acetate,vetiveryl_acetate,True,False,5,0,RULE_ONLY
NOTE-0461,Sandalore,sandalore,True,False,2,0,RULE_ONLY
NOTE-0462,Patchouli Coeur,patchouli_coeur,True,False,4,0,RULE_ONLY
NOTE-0463,Evernyl,evernyl,True,False,2,0,RULE_ONLY
NOTE-0464,Aldehyde C-12 MNA,aldehyde_c_12_mna,True,False,8,0,RULE_ONLY
NOTE-0465,Musk Ketone,musk_ketone,True,False,105,0,RULE_ONLY
NOTE-0466,Black Tea Absolute,black_tea_absolute,True,False,3,0,RULE_ONLY
NOTE-0467,Mate Absolute,mate_absolute,True,False,4,0,RULE_ONLY
NOTE-0468,Hay Absolute,hay_absolute,True,False,3,0,RULE_ONLY
NOTE-0469,Frankincense CO₂,frankincense_co2,True,False,5,0,RULE_ONLY
NOTE-0470,Myrrh Absolute,myrrh_absolute,True,False,6,0,RULE_ONLY
NOTE-0471,Birch Tar Rectified,birch_tar_rectified,True,False,16,0,RULE_ONLY
NOTE-0472,Guaiac Wood Oil,guaiac_wood_oil,True,False,7,0,RULE_ONLY
NOTE-0473,Ambergris Accord,ambergris_accord,True,False,4,0,RULE_ONLY
NOTE-0474,Aldehyde C-11,aldehyde_c_11,True,False,4,0,RULE_ONLY
NOTE-0475,Seaweed Absolute,seaweed_absolute,True,False,3,0,RULE_ONLY
