request_id,phrase,canonical_descriptor
REQ-02263,leather,leather
REQ-02265,musky,musky
REQ-02265,musk,musky
REQ-02265,leather,leather
REQ-02266,powdery,powdery
REQ-02269,fresh,fresh
REQ-02269,freshly washed,clean
REQ-02269,sweet,sweet
REQ-02271,dark,dark
REQ-02271,musk,musky
REQ-02271,vanilla,gourmand
REQ-02272,green,green
REQ-02273,vanilla,gourmand
REQ-02275,fresh,fresh
REQ-02275,sweet,sweet
REQ-02278,dark,dark
REQ-02278,sweet,sweet
REQ-02279,smoky,smoky
REQ-02279,musky,musky
REQ-02279,musk,musky
REQ-02282,smoky,smoky
REQ-02283,clean,clean
REQ-02283,spicy,spicy
REQ-02287,citrus,citrus
REQ-02289,citrus,citrus
REQ-02289,powdery,powdery
REQ-02290,clean,clean
REQ-02290,musk,musky
REQ-02291,leather,leather
REQ-02293,fresh,fresh
REQ-02294,vanilla,gourmand
REQ-02295,leather,leather
REQ-02297,amber,amber
REQ-02298,leather,leather
REQ-02299,citrus,citrus
REQ-02299,musk,musky
REQ-02301,vanilla,gourmand
REQ-02304,sweet,sweet
REQ-02307,sweet,sweet
REQ-02308,clean,clean
REQ-02308,smoky,smoky
REQ-02310,leather,leather
REQ-02312,clean,clean
REQ-02312,powdery,powdery
REQ-02312,sweet,sweet
REQ-02313,citrus,citrus
REQ-02314,fresh,fresh
REQ-02315,leather,leather
REQ-02317,leather,leather
REQ-02318,dark,dark
REQ-02319,leather,leather
REQ-02319,powdery,powdery
REQ-02319,sweet,sweet
REQ-02321,aquatic,aquatic
REQ-02323,musk,musky
REQ-02325,smoke,smoky
REQ-02325,fireplace,smoky
REQ-02327,fresh,fresh
REQ-02328,smoky,smoky
REQ-02328,leather,leather
REQ-02331,clean,clean
REQ-02331,hotel lobby,clean
REQ-02333,fresh,fresh
REQ-02334,fresh,fresh
REQ-02334,fresh cut grass,green
REQ-02337,smoke,smoky
REQ-02337,fireplace,smoky
REQ-02337,sweet,sweet
REQ-02338,barbershop,fougere
REQ-02339,forest,woody
REQ-02339,after rain,ozonic
REQ-02339,powdery,powdery
REQ-02341,floral,floral
REQ-02342,smoky,smoky
REQ-02346,clean,clean
REQ-02348,leather,leather
REQ-02348,coffee,gourmand
REQ-02349,clean,clean
REQ-02350,clean,clean
REQ-02350,hotel lobby,clean
REQ-02350,vanilla,gourmand
REQ-02351,citrus,citrus
REQ-02352,green,green
REQ-02352,sweet,sweet
REQ-02353,fresh,fresh
REQ-02353,fresh cut grass,green
REQ-02355,leather,leather
REQ-02356,smoky,smoky
REQ-02356,leather,leather
REQ-02356,vanilla,gourmand
REQ-02357,citrus,citrus
REQ-02359,musky,musky
REQ-02359,musk,musky
REQ-02359,leather,leather
REQ-02361,dark,dark
REQ-02362,clean,clean
REQ-02362,wet stone,mineral
REQ-02370,musk,musky
REQ-02371,leather,leather
REQ-02371,coffee,gourmand
REQ-02372,vanilla,gourmand
REQ-02373,clean,clean
REQ-02373,hotel lobby,clean
REQ-02373,powdery,powdery
REQ-02375,smoke,smoky
REQ-02375,fireplace,smoky
REQ-02377,powdery,powdery
REQ-02378,ozonic,ozonic
REQ-02380,citrus,citrus
REQ-02381,citrus,citrus
REQ-02382,sweet,sweet
REQ-02384,smoky,smoky
REQ-02388,woody,woody
REQ-02388,smoky,smoky
REQ-02390,clean,clean
REQ-02392,woody,woody
REQ-02393,clean,clean
REQ-02394,spicy,spicy
REQ-02395,smoky,smoky
REQ-02396,musk,musky
REQ-02396,sweet,sweet
REQ-02397,smoky,smoky
REQ-02398,fresh,fresh
REQ-02398,freshly washed,clean
REQ-02398,smoky,smoky
REQ-02398,leather,leather
REQ-02400,sweet,sweet
REQ-02401,mineral,mineral
REQ-02401,leather,leather
REQ-02407,vanilla,gourmand
REQ-02407,barbershop,fougere
REQ-02408,clean,clean
REQ-02411,leather,leather
REQ-02414,vanilla,gourmand
REQ-02415,sweet,sweet
REQ-02418,musk,musky
REQ-02419,smoky,smoky
REQ-02420,forest,woody
REQ-02420,after rain,ozonic
REQ-02422,leather,leather
REQ-02423,vanilla,gourmand
REQ-02424,woody,woody
REQ-02426,amber,amber
REQ-02428,leather,leather
REQ-02429,powdery,powdery
REQ-02429,sweet,sweet
REQ-02430,smoky,smoky
REQ-02430,ozone,ozonic
REQ-02431,aquatic,aquatic
REQ-02432,smoky,smoky
REQ-02432,ozone,ozonic
REQ-02433,woody,woody
REQ-02434,musk,musky
REQ-02435,musk,musky
REQ-02436,sweet,sweet
REQ-02438,citrus,citrus
REQ-02440,aquatic,aquatic
REQ-02440,powdery,powdery
REQ-02441,sweet,sweet
REQ-02442,ozone,ozonic
REQ-02442,powdery,powdery
REQ-02443,sweet,sweet
REQ-02445,clean,clean
REQ-02445,hotel lobby,clean
REQ-02445,vanilla,gourmand
REQ-02446,smoky,smoky
REQ-02446,musk,musky
REQ-02449,green,green
REQ-02449,musk,musky
REQ-02450,mineral,mineral
REQ-02451,clean,clean
REQ-02454,musk,musky
REQ-02454,leather,leather
REQ-02454,coffee,gourmand
REQ-02455,smoke,smoky
REQ-02455,fireplace,smoky
REQ-02457,citrus,citrus
REQ-02461,clean,clean
REQ-02461,sweet,sweet
REQ-02462,musk,musky
REQ-02464,sweet,sweet
REQ-02465,sweet,sweet
REQ-02465,vanilla,gourmand
REQ-02466,leather,leather
REQ-02467,powdery,powdery
REQ-02468,leather,leather
REQ-02469,clean,clean
REQ-02469,amber,amber
REQ-02470,wet stone,mineral
REQ-02471,wet stone,mineral
REQ-02471,vanilla,gourmand
REQ-02474,floral,floral
REQ-02474,vanilla,gourmand
REQ-02475,musk,musky
REQ-02475,ozone,ozonic
REQ-02477,fresh,fresh
REQ-02477,freshly washed,clean
REQ-02478,leather,leather
REQ-02479,leather,leather
REQ-02481,fresh,fresh
REQ-02481,freshly washed,clean
REQ-02481,sweet,sweet
REQ-02482,smoky,smoky
REQ-02483,ozone,ozonic
REQ-02483,leather,leather
REQ-02484,smoky,smoky
REQ-02485,sweet,sweet
REQ-02486,spicy,spicy
REQ-02486,citrus,citrus
REQ-02487,clean,clean
REQ-02487,amber,amber
REQ-02490,forest,woody
REQ-02490,smoky,smoky
REQ-02490,after rain,ozonic
REQ-02491,smoky,smoky
REQ-02493,smoky,smoky
REQ-02495,smoky,smoky
REQ-02496,amber,amber
REQ-02497,powdery,powdery
REQ-02499,vanilla,gourmand
REQ-02501,sweet,sweet
REQ-02504,wet stone,mineral
REQ-02504,leather,leather
REQ-02505,floral,floral
REQ-02507,fresh cut grass,green
REQ-02507,leather,leather
REQ-02507,sweet,sweet
REQ-02508,fresh,fresh
REQ-02508,freshly washed,clean
REQ-02509,sweet,sweet
REQ-02510,vanilla,gourmand
REQ-02512,amber,amber
REQ-02512,aquatic,aquatic
REQ-02513,fresh,fresh
REQ-02513,freshly washed,clean
REQ-02513,sweet,sweet
REQ-02515,forest,woody
REQ-02515,citrus,citrus
REQ-02515,after rain,ozonic
REQ-02518,fresh,fresh
REQ-02518,freshly washed,clean
REQ-02519,clean,clean
REQ-02519,hotel lobby,clean
REQ-02519,leather,leather
REQ-02520,smoky,smoky
REQ-02522,smoky,smoky
REQ-02523,sweet,sweet
REQ-02524,aquatic,aquatic
REQ-02527,powdery,powdery
REQ-02528,powdery,powdery
REQ-02530,leather,leather
REQ-02532,sweet,sweet
REQ-02534,dark,dark
REQ-02534,aquatic,aquatic
REQ-02535,fresh,fresh
REQ-02535,freshly washed,clean
REQ-02535,sweet,sweet
REQ-02536,smoky,smoky
REQ-02537,leather,leather
REQ-02540,amber,amber
REQ-02540,floral,floral
REQ-02541,leather,leather
REQ-02544,smoky,smoky
REQ-02544,aquatic,aquatic
REQ-02545,musk,musky
REQ-02548,musk,musky
REQ-02549,sweet,sweet
REQ-02550,forest,woody
REQ-02550,after rain,ozonic
REQ-02551,smoky,smoky
REQ-02551,powdery,powdery
REQ-02553,leather,leather
REQ-02554,sweet,sweet
REQ-02555,leather,leather
REQ-02556,amber,amber
REQ-02556,smoky,smoky
REQ-02557,leather,leather
REQ-02559,musk,musky
REQ-02560,clean,clean
REQ-02560,hotel lobby,clean
REQ-02561,fresh,fresh
REQ-02561,fresh cut grass,green
REQ-02562,smoke,smoky
REQ-02562,fireplace,smoky
REQ-02563,powdery,powdery
REQ-02565,musk,musky
REQ-02565,sweet,sweet
REQ-02567,leather,leather
REQ-02568,wet stone,mineral
REQ-02570,powdery,powdery
REQ-02573,powdery,powdery
REQ-02574,leather,leather
REQ-02574,coffee,gourmand
REQ-02577,green,green
REQ-02577,musk,musky
REQ-02578,leather,leather
REQ-02580,citrus,citrus
REQ-02581,clean,clean
REQ-02581,smoky,smoky
REQ-02582,powdery,powdery
REQ-02582,vanilla,gourmand
REQ-02583,smoky,smoky
REQ-02586,clean,clean
REQ-02587,leather,leather
REQ-02588,vanilla,gourmand
REQ-02592,clean,clean
REQ-02592,hotel lobby,clean
REQ-02592,powdery,powdery
REQ-02593,floral,floral
REQ-02596,powdery,powdery
REQ-02598,leather,leather
REQ-02598,coffee,gourmand
REQ-02599,musk,musky
REQ-02599,wet stone,mineral
REQ-02601,clean,clean
REQ-02602,wet stone,mineral
REQ-02603,vanilla,gourmand
REQ-02604,sweet,sweet
REQ-02605,sweet,sweet
REQ-02609,clean,clean
REQ-02609,leather,leather
REQ-02611,citrus,citrus
REQ-02614,citrus,citrus
REQ-02615,smoky,smoky
REQ-02615,smoke,smoky
REQ-02615,fireplace,smoky
REQ-02617,leather,leather
REQ-02618,green,green
REQ-02618,powdery,powdery
REQ-02622,powdery,powdery
REQ-02625,fresh,fresh
REQ-02625,citrus,citrus
REQ-02625,fresh cut grass,green
REQ-02625,ozonic,ozonic
REQ-02625,leather,leather
REQ-02627,vanilla,gourmand
REQ-02628,smoky,smoky
REQ-02629,smoke,smoky
REQ-02629,fireplace,smoky
REQ-02629,sweet,sweet
REQ-02630,ozonic,ozonic
REQ-02630,powdery,powdery
REQ-02632,dark,dark
REQ-02632,smoky,smoky
REQ-02632,citrus,citrus
REQ-02632,leather,leather
REQ-02635,clean,clean
REQ-02635,hotel lobby,clean
REQ-02637,vanilla,gourmand
REQ-02638,leather,leather
REQ-02639,leather,leather
REQ-02639,powdery,powdery
REQ-02641,vanilla,gourmand
REQ-02643,fresh,fresh
REQ-02643,leather,leather
REQ-02645,powdery,powdery
REQ-02647,clean,clean
REQ-02647,citrus,citrus
REQ-02648,leather,leather
REQ-02649,fresh cut grass,green
REQ-02650,woody,woody
REQ-02650,smoky,smoky
REQ-02652,citrus,citrus
REQ-02653,powdery,powdery
REQ-02654,forest,woody
REQ-02657,amber,amber
REQ-02658,powdery,powdery
REQ-02660,floral,floral
REQ-02661,smoky,smoky
REQ-02662,vanilla,gourmand
REQ-02664,vanilla,gourmand
REQ-02665,leather,leather
REQ-02666,barbershop,fougere
REQ-02667,leather,leather
REQ-02667,coffee,gourmand
REQ-02670,freshly washed,clean
REQ-02673,clean,clean
REQ-02674,clean,clean
REQ-02676,smoke,smoky
REQ-02676,fireplace,smoky
REQ-02679,floral,floral
REQ-02680,fresh,fresh
REQ-02681,musk,musky
REQ-02682,woody,woody
REQ-02683,dark,dark
REQ-02685,vanilla,gourmand
REQ-02687,vanilla,gourmand
REQ-02691,clean,clean
REQ-02691,citrus,citrus
REQ-02692,fresh,fresh
REQ-02692,leather,leather
REQ-02693,vanilla,gourmand
REQ-02694,clean,clean
REQ-02695,clean,clean
REQ-02696,smoky,smoky
REQ-02696,barbershop,fougere
REQ-02697,powdery,powdery
REQ-02698,leather,leather
REQ-02698,powdery,powdery
REQ-02699,smoky,smoky
REQ-02700,vanilla,gourmand
REQ-02702,fresh,fresh
REQ-02702,fresh cut grass,green
REQ-02702,musk,musky
REQ-02703,green,green
REQ-02703,powdery,powdery
REQ-02704,ozonic,ozonic
REQ-02706,smoky,smoky
REQ-02707,leather,leather
REQ-02708,powdery,powdery
REQ-02710,musk,musky
REQ-02710,mineral,mineral
REQ-02713,leather,leather
REQ-02715,clean,clean
REQ-02715,vanilla,gourmand
REQ-02716,citrus,citrus
REQ-02717,barbershop,fougere
REQ-02718,vanilla,gourmand
REQ-02719,musk,musky
REQ-02720,sweet,sweet
REQ-02726,ozone,ozonic
REQ-02728,fresh cut grass,green
REQ-02729,musky,musky
REQ-02729,musk,musky
REQ-02730,musky,musky
REQ-02730,musk,musky
REQ-02730,vanilla,gourmand
REQ-02731,sweet,sweet
REQ-02732,leather,leather
REQ-02732,coffee,gourmand
REQ-02733,sweet,sweet
REQ-02737,clean,clean
REQ-02737,hotel lobby,clean
REQ-02737,aquatic,aquatic
REQ-02737,vanilla,gourmand
REQ-02738,musk,musky
REQ-02741,smoke,smoky
REQ-02741,fireplace,smoky
REQ-02741,musk,musky
REQ-02742,fresh,fresh
REQ-02742,freshly washed,clean
REQ-02742,citrus,citrus
REQ-02743,clean,clean
REQ-02743,musk,musky
REQ-02743,sweet,sweet
REQ-02744,smoky,smoky
REQ-02746,leather,leather
REQ-02746,sweet,sweet
REQ-02746,coffee,gourmand
REQ-02747,spicy,spicy
REQ-02748,vanilla,gourmand
REQ-02749,clean,clean
REQ-02749,spicy,spicy
REQ-02749,citrus,citrus
REQ-02751,citrus,citrus
REQ-02752,musk,musky
REQ-02753,woody,woody
REQ-02753,smoky,smoky
REQ-02754,powdery,powdery
REQ-02758,smoky,smoky
REQ-02759,musk,musky
REQ-02760,amber,amber
REQ-02760,musk,musky
REQ-02761,clean,clean
REQ-02761,citrus,citrus
REQ-02764,powdery,powdery
REQ-02764,barbershop,fougere
REQ-02767,woody,woody
REQ-02767,smoky,smoky
REQ-02767,musk,musky
REQ-02768,woody,woody
REQ-02769,clean,clean
REQ-02769,hotel lobby,clean
REQ-02770,sweet,sweet
REQ-02772,fresh,fresh
REQ-02773,ozonic,ozonic
REQ-02774,musk,musky
REQ-02776,smoky,smoky
REQ-02776,mineral,mineral
REQ-02776,leather,leather
REQ-02776,barbershop,fougere
REQ-02779,musk,musky
REQ-02783,powdery,powdery
REQ-02784,sweet,sweet
REQ-02785,musk,musky
REQ-02786,leather,leather
REQ-02788,vanilla,gourmand
REQ-02789,musk,musky
REQ-02790,fresh,fresh
REQ-02790,freshly washed,clean
REQ-02792,fresh,fresh
REQ-02794,leather,leather
REQ-02797,clean,clean
REQ-02797,smoky,smoky
REQ-02797,leather,leather
REQ-02801,citrus,citrus
REQ-02801,powdery,powdery
REQ-02804,spicy,spicy
REQ-02804,musky,musky
REQ-02804,musk,musky
REQ-02804,powdery,powdery
REQ-02805,spicy,spicy
REQ-02806,sweet,sweet
REQ-02808,fresh,fresh
REQ-02808,freshly washed,clean
REQ-02808,mineral,mineral
REQ-02808,powdery,powdery
REQ-02808,sweet,sweet
REQ-02811,powdery,powdery
REQ-02812,powdery,powdery
REQ-02813,dark,dark
REQ-02813,leather,leather
REQ-02815,vanilla,gourmand
REQ-02816,forest,woody
REQ-02816,after rain,ozonic
REQ-02817,powdery,powdery
REQ-02818,leather,leather
REQ-02819,smoky,smoky
REQ-02820,citrus,citrus
REQ-02826,ozone,ozonic
REQ-02827,vanilla,gourmand
REQ-02829,leather,leather
REQ-02830,citrus,citrus
REQ-02830,wet stone,mineral
REQ-02831,leather,leather
REQ-02833,ozone,ozonic
REQ-02835,smoky,smoky
REQ-02836,leather,leather
REQ-02839,powdery,powdery
REQ-02839,sweet,sweet
REQ-02840,vanilla,gourmand
REQ-02841,citrus,citrus
REQ-02841,wet stone,mineral
REQ-02843,sweet,sweet
REQ-02844,sweet,sweet
REQ-02845,smoky,smoky
REQ-02846,fresh,fresh
REQ-02846,fresh cut grass,green
REQ-02849,smoky,smoky
REQ-02849,powdery,powdery
REQ-02850,smoky,smoky
REQ-02851,musky,musky
REQ-02851,musk,musky
REQ-02853,clean,clean
REQ-02854,leather,leather
REQ-02856,smoky,smoky
REQ-02857,powdery,powdery
REQ-02858,mineral,mineral
REQ-02859,citrus,citrus
REQ-02865,spicy,spicy
REQ-02865,powdery,powdery
REQ-02866,smoky,smoky
REQ-02867,smoky,smoky
REQ-02867,sweet,sweet
REQ-02868,musk,musky
REQ-02870,musk,musky
REQ-02871,vanilla,gourmand
REQ-02872,powdery,powdery
REQ-02874,clean,clean
REQ-02874,mineral,mineral
REQ-02875,smoky,smoky
REQ-02877,sweet,sweet
REQ-02878,vanilla,gourmand
REQ-02882,musk,musky
REQ-02882,powdery,powdery
REQ-02886,powdery,powdery
REQ-02887,aquatic,aquatic
REQ-02888,musk,musky
REQ-02889,clean,clean
REQ-02890,powdery,powdery
REQ-02891,smoky,smoky
REQ-02892,smoky,smoky
REQ-02893,powdery,powdery
REQ-02896,fresh,fresh
REQ-02896,sweet,sweet
REQ-02897,clean,clean
REQ-02897,hotel lobby,clean
REQ-02897,vanilla,gourmand
REQ-02898,vanilla,gourmand
REQ-02900,forest,woody
REQ-02903,smoky,smoky
REQ-02907,powdery,powdery
REQ-02908,citrus,citrus
REQ-02911,fresh,fresh
REQ-02911,smoky,smoky
REQ-02911,fresh cut grass,green
REQ-02912,clean,clean
REQ-02912,powdery,powdery
REQ-02913,powdery,powdery
REQ-02916,leather,leather
REQ-02919,smoke,smoky
REQ-02919,fireplace,smoky
REQ-02924,clean,clean
REQ-02927,amber,amber
REQ-02931,sweet,sweet
REQ-02933,vanilla,gourmand
REQ-02935,clean,clean
REQ-02935,citrus,citrus
REQ-02935,powdery,powdery
REQ-02936,vanilla,gourmand
REQ-02937,sweet,sweet
REQ-02938,clean,clean
REQ-02939,smoky,smoky
REQ-02940,clean,clean
REQ-02940,freshly washed,clean
REQ-02942,woody,woody
REQ-02942,musk,musky
REQ-02944,forest,woody
REQ-02944,after rain,ozonic
REQ-02946,ozonic,ozonic
REQ-02946,powdery,powdery
REQ-02947,ozone,ozonic
REQ-02949,fresh,fresh
REQ-02949,freshly washed,clean
REQ-02949,aquatic,aquatic
REQ-02951,citrus,citrus
REQ-02953,powdery,powdery
REQ-02955,powdery,powdery
REQ-02958,powdery,powdery
REQ-02958,barbershop,fougere
REQ-02961,clean,clean
REQ-02967,dark,dark
REQ-02967,sweet,sweet
REQ-02968,powdery,powdery
REQ-02971,ozonic,ozonic
REQ-02972,musk,musky
REQ-02973,vanilla,gourmand
REQ-02974,leather,leather
REQ-02975,clean,clean
REQ-02975,hotel lobby,clean
REQ-02976,vanilla,gourmand
REQ-02977,musk,musky
REQ-02978,sweet,sweet
REQ-02979,ozonic,ozonic
REQ-02981,mineral,mineral
REQ-02982,forest,woody
REQ-02982,after rain,ozonic
REQ-02983,clean,clean
REQ-02983,barbershop,fougere
REQ-02984,floral,floral
REQ-02985,clean,clean
REQ-02985,sweet,sweet
REQ-02987,sweet,sweet
REQ-02988,vanilla,gourmand
REQ-02990,leather,leather
REQ-02991,vanilla,gourmand
REQ-02992,smoke,smoky
REQ-02992,fireplace,smoky
REQ-02993,citrus,citrus
REQ-02993,musk,musky
REQ-02994,musk,musky
REQ-02996,sweet,sweet
REQ-02996,vanilla,gourmand
REQ-02997,citrus,citrus
REQ-02998,smoke,smoky
REQ-02998,fireplace,smoky
REQ-03000,sweet,sweet
REQ-03001,leather,leather
REQ-03002,vanilla,gourmand
REQ-03007,powdery,powdery
REQ-03007,sweet,sweet
REQ-03009,fresh,fresh
REQ-03010,citrus,citrus
REQ-03011,leather,leather
REQ-03013,smoky,smoky
REQ-03013,ozone,ozonic
REQ-03014,vanilla,gourmand
REQ-03015,smoky,smoky
REQ-03016,citrus,citrus
REQ-03016,green,green
REQ-03017,clean,clean
REQ-03017,citrus,citrus
REQ-03018,sweet,sweet
REQ-03020,leather,leather
REQ-03021,green,green
REQ-03022,citrus,citrus
REQ-03023,vanilla,gourmand
REQ-03026,leather,leather
REQ-03027,sweet,sweet
REQ-03029,vanilla,gourmand
REQ-03030,barbershop,fougere
REQ-03032,smoky,smoky
REQ-03032,powdery,powdery
REQ-03033,citrus,citrus
REQ-03034,clean,clean
REQ-03034,sweet,sweet
REQ-03037,powdery,powdery
REQ-03038,floral,floral
REQ-03038,musky,musky
REQ-03038,musk,musky
REQ-03038,vanilla,gourmand
REQ-03039,powdery,powdery
REQ-03040,smoky,smoky
REQ-03043,powdery,powdery
REQ-03043,vanilla,gourmand
REQ-03043,barbershop,fougere
REQ-03045,citrus,citrus
REQ-03045,powdery,powdery
REQ-03046,powdery,powdery
REQ-03047,smoky,smoky
REQ-03047,musk,musky
REQ-03048,smoky,smoky
REQ-03049,smoky,smoky
REQ-03049,mineral,mineral
REQ-03052,clean,clean
REQ-03054,powdery,powdery
REQ-03055,ozonic,ozonic
REQ-03056,smoky,smoky
REQ-03058,powdery,powdery
REQ-03059,amber,amber
REQ-03060,smoky,smoky
REQ-03060,musk,musky
REQ-03062,dark,dark
REQ-03062,forest,woody
REQ-03062,after rain,ozonic
REQ-03063,clean,clean
REQ-03063,wet stone,mineral
REQ-03064,fresh,fresh
REQ-03064,fresh cut grass,green
REQ-03065,green,green
REQ-03066,mineral,mineral
REQ-03069,wet stone,mineral
REQ-03070,leather,leather
REQ-03070,powdery,powdery
REQ-03070,vanilla,gourmand
REQ-03070,coffee,gourmand
REQ-03071,leather,leather
REQ-03071,powdery,powdery
REQ-03072,citrus,citrus
REQ-03075,sweet,sweet
REQ-03077,smoky,smoky
REQ-03077,citrus,citrus
REQ-03080,musk,musky
REQ-03087,musk,musky
REQ-03087,aquatic,aquatic
REQ-03089,floral,floral
REQ-03089,vanilla,gourmand
REQ-03090,spicy,spicy
REQ-03094,smoky,smoky
REQ-03095,vanilla,gourmand
REQ-03096,clean,clean
REQ-03096,dark,dark
REQ-03098,sweet,sweet
REQ-03098,barbershop,fougere
REQ-03099,woody,woody
REQ-03100,vanilla,gourmand
REQ-03104,powdery,powdery
REQ-03106,green,green
REQ-03107,fresh,fresh
REQ-03107,fresh cut grass,green
REQ-03109,vanilla,gourmand
REQ-03110,green,green
REQ-03113,citrus,citrus
REQ-03115,sweet,sweet
REQ-03116,citrus,citrus
REQ-03118,citrus,citrus
REQ-03120,ozonic,ozonic
REQ-03120,leather,leather
REQ-03121,powdery,powdery
REQ-03123,smoky,smoky
REQ-03123,vanilla,gourmand
REQ-03124,ozone,ozonic
REQ-03128,powdery,powdery
REQ-03130,clean,clean
REQ-03132,ozone,ozonic
REQ-03132,powdery,powdery
REQ-03133,powdery,powdery
REQ-03134,clean,clean
REQ-03134,vanilla,gourmand
REQ-03136,coffee,gourmand
REQ-03138,fresh,fresh
REQ-03138,freshly washed,clean
REQ-03138,vanilla,gourmand
REQ-03139,sweet,sweet
REQ-03140,floral,floral
REQ-03140,powdery,powdery
REQ-03141,citrus,citrus
REQ-03148,vanilla,gourmand
REQ-03154,forest,woody
REQ-03154,smoky,smoky
REQ-03154,after rain,ozonic
REQ-03155,vanilla,gourmand
REQ-03157,powdery,powdery
REQ-03159,fresh,fresh
REQ-03159,amber,amber
REQ-03159,fresh cut grass,green
REQ-03160,musk,musky
REQ-03161,dark,dark
REQ-03162,leather,leather
REQ-03162,barbershop,fougere
REQ-03163,powdery,powdery
REQ-03167,clean,clean
REQ-03167,smoky,smoky
REQ-03168,barbershop,fougere
REQ-03169,smoky,smoky
REQ-03170,citrus,citrus
REQ-03171,citrus,citrus
REQ-03172,leather,leather
REQ-03173,smoky,smoky
REQ-03175,leather,leather
REQ-03176,musk,musky
REQ-03179,smoky,smoky
REQ-03180,sweet,sweet
REQ-03182,smoke,smoky
REQ-03182,fireplace,smoky
REQ-03184,mineral,mineral
REQ-03185,musk,musky
REQ-03187,spicy,spicy
REQ-03190,citrus,citrus
REQ-03190,leather,leather
REQ-03191,woody,woody
REQ-03194,sweet,sweet
REQ-03199,powdery,powdery
REQ-03200,powdery,powdery
REQ-03201,ozonic,ozonic
REQ-03201,powdery,powdery
REQ-03202,green,green
REQ-03204,sweet,sweet
REQ-03205,fresh,fresh
REQ-03205,freshly washed,clean
REQ-03208,fresh,fresh
REQ-03208,fresh cut grass,green
REQ-03208,musky,musky
REQ-03208,musk,musky
REQ-03209,ozone,ozonic
REQ-03211,fresh,fresh
REQ-03212,vanilla,gourmand
REQ-03214,forest,woody
REQ-03215,woody,woody
REQ-03215,sweet,sweet
REQ-03216,floral,floral
REQ-03216,leather,leather
REQ-03217,citrus,citrus
REQ-03219,aquatic,aquatic
REQ-03221,fresh,fresh
REQ-03221,fresh cut grass,green
REQ-03225,smoky,smoky
REQ-03225,leather,leather
REQ-03227,fresh,fresh
REQ-03228,sweet,sweet
REQ-03231,leather,leather
REQ-03231,sweet,sweet
REQ-03232,clean,clean
REQ-03232,aquatic,aquatic
REQ-03232,vanilla,gourmand
REQ-03233,leather,leather
REQ-03234,citrus,citrus
REQ-03234,musk,musky
REQ-03234,powdery,powdery
REQ-03236,sweet,sweet
REQ-03238,citrus,citrus
REQ-03238,barbershop,fougere
REQ-03239,sweet,sweet
REQ-03241,smoky,smoky
REQ-03243,smoky,smoky
REQ-03243,sweet,sweet
REQ-03248,powdery,powdery
REQ-03250,vanilla,gourmand
REQ-03251,sweet,sweet
REQ-03252,sweet,sweet
REQ-03253,smoky,smoky
REQ-03255,powdery,powdery
REQ-03256,woody,woody
REQ-03257,citrus,citrus
REQ-03259,smoky,smoky
REQ-03259,sweet,sweet
REQ-03259,barbershop,fougere
REQ-03260,citrus,citrus
REQ-03263,fresh,fresh
REQ-03263,fresh cut grass,green
REQ-03264,clean,clean
REQ-03265,sweet,sweet
REQ-03267,powdery,powdery
REQ-03268,musk,musky
REQ-03270,dark,dark
REQ-03270,musk,musky
REQ-03272,woody,woody
REQ-03273,powdery,powdery
REQ-03276,sweet,sweet
REQ-03277,forest,woody
REQ-03277,after rain,ozonic
REQ-03277,sweet,sweet
REQ-03278,wet stone,mineral
REQ-03278,powdery,powdery
REQ-03281,sweet,sweet
REQ-03282,ozone,ozonic
REQ-03282,powdery,powdery
REQ-03283,smoky,smoky
REQ-03284,aquatic,aquatic
REQ-03285,sweet,sweet
REQ-03286,musk,musky
REQ-03287,citrus,citrus
REQ-03288,sweet,sweet
REQ-03290,powdery,powdery
REQ-03292,clean,clean
REQ-03294,smoky,smoky
REQ-03295,smoke,smoky
REQ-03295,fireplace,smoky
REQ-03297,forest,woody
REQ-03297,after rain,ozonic
REQ-03298,musk,musky
REQ-03299,musk,musky
REQ-03299,vanilla,gourmand
REQ-03300,clean,clean
REQ-03301,vanilla,gourmand
REQ-03302,green,green
REQ-03302,sweet,sweet
REQ-03305,spicy,spicy
REQ-03305,sweet,sweet
REQ-03307,smoky,smoky
REQ-03307,vanilla,gourmand
REQ-03307,barbershop,fougere
REQ-03310,musk,musky
REQ-03310,barbershop,fougere
REQ-03312,powdery,powdery
REQ-03313,citrus,citrus
REQ-03314,musk,musky
REQ-03316,leather,leather
REQ-03316,sweet,sweet
REQ-03318,clean,clean
REQ-03318,hotel lobby,clean
REQ-03319,sweet,sweet
REQ-03320,vanilla,gourmand
REQ-03322,clean,clean
REQ-03322,hotel lobby,clean
REQ-03322,powdery,powdery
REQ-03323,sweet,sweet
REQ-03324,clean,clean
REQ-03324,smoky,smoky
REQ-03326,fresh,fresh
REQ-03327,clean,clean
REQ-03332,vanilla,gourmand
REQ-03333,fresh,fresh
REQ-03335,smoky,smoky
REQ-03337,clean,clean
REQ-03337,woody,woody
REQ-03338,amber,amber
REQ-03338,vanilla,gourmand
REQ-03343,sweet,sweet
REQ-03344,powdery,powdery
REQ-03346,smoky,smoky
REQ-03347,smoky,smoky
REQ-03349,powdery,powdery
REQ-03350,sweet,sweet
REQ-03352,leather,leather
REQ-03356,citrus,citrus
REQ-03357,leather,leather
REQ-03357,coffee,gourmand
REQ-03359,citrus,citrus
REQ-03362,smoky,smoky
REQ-03362,smoke,smoky
REQ-03362,fireplace,smoky
